,Rating
ALEJANDRO CLOOS,1495.9818917407847
ROBERT DAVIS,1577.849612199963
NELSON ALENCASTRO,1501.6960723189677
CISZKIEWICZ FILIP,1526.3523886447013
MATIAS BLANCO,1496.3825970444257
ENRICO STRAZZERA,1502.687160158048
ALEXANDRE BOITE,1579.6158363685122
STEFANO CAIAFA,1475.9636015580063
PEDRO PAULO PINTO,1507.0968031714135
THEODOR BAUER,1531.4526642205115
DANIEL MIHELIC,1515.867827980362
SEBASTIAN LERI,1490.3736292488436
PERONI DIMITRI,1573.512042205393
ZELKO ZAN LUKA,1587.937187560625
FRANCISCO V. RUSCHEL,1499.6960723189677
JUAN PABLO BISIO,1530.2059162064659
JANULIONIS KAROLIS,1506.2750037475464
ANTONIO ABREU CUNHA BONITO,1483.840666082443
BARABINO CESARE,1511.7067446449523
ADRION JOSE BURGOS SANTOS,1498.6960723189677
ANDRES HEREDIA,1505.7408709680235
ANDREY DE OLIVEIRA GODOY,1497.6960723189677
SANTIAGO RIGONI,1505.0629048663286
EWAN MCMAHON,1569.699709410392
PARKHILL LEE,1531.5841217821915
JUAN MARTIN OUTEIRO,1491.6767146914851
TOMAS PELLEJERO,1519.6326577903544
ALEX MILLS BARTON,1511.5167891347346
THOMPSON CY,1530.141806024121
LUCAS BUENO,1467.35695906792
ENRIQUE FELIU,1472.9803377210176
JOHAN LUNDGAARD SCHUBERT,1539.0088415878909
VISHNU SARAVANAN,1581.4137587627638
FEDERICO SIEBERT FRANCAVILLA,1495.6960723189677
ANTONIO CAVALCANTI ROSA,1503.7069726629388
HUMMEL YURI,1555.4177205788849
BRUNO GRUNWALDT,1489.3237735150149
ADONIS BOUGIOURIS,1543.0246272077936
ANTONIOS BOUGIOURIS,1489.606863763724
NICOLO VILLA,1525.279939028527
ANTONIO GANDOLPHO,1494.6960723189677
DENNIER INFANTE PUPO,1503.029006561244
NIKOLAEV MAXIM,1547.9785834892136
HENRY MARSHALL,1533.6718993137567
TOMAS VARELA,1472.870521487994
JULIAN HOFFMANN,1543.221677007787
KHAIRULNIZAM MOHD AFENDY,1540.796184234529
ARTURO MITNIK,1477.4982618729346
IGNACIO MORAGA SCHMIDT,1491.4386972982957
ANDRES RUVERTONI,1486.9708323385446
NOOA LAUKKANEN,1524.795269478841
NAUJOCK NICO,1525.4039320245106
RICARDO JOSE CHEBAR,1492.6960723189677
DIEGO SILVESTRE PEREZ,1501.673074357854
BOWERS ERIK,1500.394334912768
KARIM FILLAH,1518.0106278568896
ARIEL ZERPA,1485.7943617503095
TOMASGAARD UFFE,1536.9700661143359
MICHAEL HANSEN,1524.1813869846587
SAM VANDORMAEL,1494.1087097184584
AGUSTIN PASCUAL,1500.995108256159
JUAN GRUNWALDT,1484.6178911620743
UUSITALO VALTTERI,1583.7768794754445
SCHADEWALDT TOBIAS,1518.4651884467528
ALVARO ANTONIO C. BASTOS,1490.6960723189677
RUI SILVEIRA,1511.2095393877555
LORENZO MAYER,1507.4321052617406
SAMPAIO SANTIAGO,1527.7820694914371
JOAN CARDONA MENDEZ,1531.419058888697
NICHOLAS BEZY,1522.0230632845287
ALCIR CACHAPUZ,1489.6960723189677
RAMON FRENE,1499.6391760527692
MATEO VIDAL,1482.264949985604
JOAO PEDRO A. DE CARVALHO,1488.6960723189677
PIERO CASTANEDA,1498.9612099510744
GABRIEL MARTIN,1481.088479397369
SANTIAGO VILLAX SAMPAIO,1536.518209731747
GASPIC BRUNO,1550.7609831248199
FERNANDO MADUREIRA,1487.6960723189677
LEOPOLDO BARRETO HASCHKE,1548.409331511191
VICTOR BARROCA,1486.6960723189677
RAMIRO ALEJANDRO SUAREZ FABBRO,1497.6052777476846
MATIAS DEL SOLAR,1511.7284952100401
EVERT MCLAUGHLIN,1507.9693382621795
IVO SCAMPINI,1485.6960723189677
HELIO ARAUJO,1484.6960723189677
MARCUS MAGNUSSON,1473.8370644440079
BORIO ATTILIO,1523.858073221689
AKROUT YOUSSEF,1518.9366448550734
TOM RAMSHAW,1530.7015769289499
ROBERTO MOREIRA,1483.6960723189677
FRANCO NAHUEL RIQUELME ANTONETTI,1495.5713794426
DANIIL KRUTSKIKH,1521.9582234128563
WIERSEMA WILLEM,1525.9744489644945
CHUSITT PUNJAMALA,1480.525960098853
TADEUSZ KUBIAK,1515.6002851962685
DIEGO URRACA ROCHA,1482.6960723189677
LE PEN ETIENNE,1513.6811558253523
FIN DICKINSON,1530.1004800623282
CHIMONAS EVANGELOS,1496.6128053731925
GIANMARCO PLANCHESTAINER,1557.95101314229
ANTONIO CARLOS B. DEFIGUEIREDO,1481.6960723189677
CARLOS TOMAS GABASIO,1494.21544723921
SEGAWA KAZUMASA,1505.526139922735
TIM CONRADI,1519.7252059480445
MARCIA STEFANO,1476.8284650270725
GIROD GUILLAUME,1516.9324974525957
MARK SPEARMAN,1512.727074428217
ARTHIT MIKHAIL ROMANYK,1528.6680526484308
ELIMAR BITTAR,1480.6960723189677
EZEQUIEL ELIAS,1493.5374811375152
MACIEJ GRABOWSKI,1510.209507868268
JACK COOKSON,1529.2146693587158
LUDVIG LINDQVIST,1513.1361854750824
PIETRO GIACOMONI,1506.5717180181566
LUCAS EDUARDO FAGNANI,1492.8595150358203
GIACOMO MUSONE,1504.5558620786792
ALEXANDRE KOWALSKI,1506.9492411215228
IGOR LES,1457.2618697262885
ALEJO ACOSTA,1492.1815489341254
QUEYROUX LOIC,1494.3936104073503
HENRY WETHERELL,1522.3841739994625
BEN HAROSH MAOR,1483.7867574950592
ILLIJA MARKOVIC,1496.3093103839283
MARIANO RIGONI,1491.5035828324305
MAXIME MAZARD,1524.0744604512745
GLYNN LIAM,1501.1323357862095
JAMES ESPEY,1514.809282550872
HERMAN CELLI,1490.8256167307356
JACOB FARREN-PRICE,1502.4756817205775
GOLANI OMER,1494.0197552925192
THOMAS VAN OFWEGEN,1530.9608779070124
NING ZHAO,1513.9863561615464
ELLIOTT-SHIRCORE STEFAN,1509.4973558306458
JUAN VUGDELIJA,1490.1476506290408
JAKUB RODZIEWICZ,1516.7303977299543
GAUTHIER VERHULST,1526.6660884472792
SAMUEL KING,1505.0884932417343
LUKE RUITENBERG,1520.8110090927353
FLOWER BENJAMIN-TIMOTHY,1455.9830051625797
TOM HIGGINS,1499.72801743594
JUAN DIEGO CHAVES,1488.791718425651
MARTIN EVANS,1511.0655422979205
ANASTASIOS PANAGIOTIDIS,1526.5816753689808
GASPIC STIPE,1487.8415492927015
PEDRO LUIS FERNANDEZ GAMBOA,1516.227152038639
ZALESKI MAREK,1468.9612717100467
GEORGII PACHES,1483.8789705812376
TOMAS RODRIGUEZ ARAYA,1488.113752323956
CHRISTIAN GULDBERG ROST,1495.4013837304497
SYDNEY SCOTT,1511.5085907153343
MALCOLM LAMPHERE,1493.591497911325
ROGEL SANCHEZ JESUS,1513.8397765335042
LUCAS ALDAZABAL,1487.4357862222612
RODZIEWICZ KUBA,1523.6586460254023
ARTHUR FARLEY,1482.0875502506099
MAVROGEORGIS CHARALAMPOS,1506.8381678970682
BRUNO AMARAL,1486.7578201205663
WILKEN MAX,1504.6178786095702
TOMAI BALAZS,1515.2068234856265
THEO PEYRE,1502.0062809784245
JUSTIN BARTH,1516.359787858549
KARLSSON ANDERS,1506.4429506787005
IGNACIO ALMARZA,1486.0798540188714
GENTRY YANIC,1468.839594910027
AO HIGUCHI,1457.7789223938478
TAPPER ALEKSI,1485.5815061833937
THEODOR MIDDELTHON,1498.8763143973147
KARK WILHELM,1473.7778121186616
THOMAS FORD MCCANN,1499.0523669524157
MATEO FERRER SKOKNIC,1485.4018879171765
GREGORIN ZENO,1498.7439773136261
CAKIR MUSTAFA,1477.2016943761494
DANIEL ESCUDERO,1497.027020996846
JONASZ STELMASZYK,1509.6336642820793
VOETS ERIK,1503.962302542446
ROLAZ NICOLAS,1499.3393678469874
RODOLFO GIUDICE,1484.7239218154816
BILGEN ONUR,1491.6519275179323
RICHARD MAHER,1491.9400644242282
JAMES JUHASZ,1497.5892786919046
PAUL HAMEETEMAN,1515.765111127475
IGNACIO RODRIGUEZ,1507.6506676323008
MARTIS PAJARSKAS,1473.992796149203
GLANTZ SAGIE,1498.9274766213098
MATEUS LOURENCO,1500.9239792465876
CAMPBELL PATTON,1473.6226897578345
PABLO BRIGHT,1483.3679896120918
MOTTE BAUDOUIN,1491.4918101687642
BEGBY HENRIK,1492.2351774800509
ALP RONA RODOPMAN,1515.1078505573646
ONDREJ TEPLY,1500.7639044776874
JANAHI ABDULLA,1427.8259421951057
JUAN ANTONIO CAROSELLA,1482.690023510397
BENAMATI MICHELE,1506.2031998144244
HEINZ OBERMOLLER,1482.012057408702
CANELLAS SALAS MON,1493.8192321493532
NANRI KENJI,1489.773932401167
MARIO NOVAK,1479.4468913866936
JUAN VIDELA,1481.3340913070072
PAUL CASTAGNEDOLI,1473.5327344035502
MADONICH OSKAR,1495.6077643075203
JAMES PERCIVAL-COOKE,1488.075739740259
DANIEL SELF,1449.244679475374
JUAN FRANCISCO ZARATE,1480.6561252053123
CARLOS ROSELLO,1492.551454870924
TONKO KUZMANIC,1504.3271291223662
NIKOLAJ BORCH,1458.0489693438833
DENISIUC ALEXANDR,1503.5953535316319
VALENTINO LUCA,1466.8219370931758
LINUS KLASEN,1503.6837153201648
GIOVANNI SACCOMANI,1492.8676782124442
HAUD GEORG,1482.5456307968448
JOSEP CAZADOR RIBERA,1493.8093127790823
MATTEO PAULON,1497.7026887896736
MARNIX BOS,1492.1384421251703
RYAN ANDERSON,1482.7544876757129
EMIL CEDERGARDH,1499.993143576412
KEERATI BUALONG,1485.8642923353987
FREDERICK VRANIZAN,1488.784179147664
THEUNINCK NILS,1489.4313050059752
KRASODOMSKI MICHAL,1508.1595576507318
HUICHAO CHEN,1504.1335585011796
ITAY AZULAY BINIAMIN,1501.6477499929808
NALDI SAMUEL,1500.7730911001727
HUGH MACRAE,1488.2913179483276
MATTHEW RYDER,1478.2316011576545
OTTO DAHLBERG,1467.2659787400744
LYDEN FIONN,1500.597471082018
MARIO PLOMER QUIROGA,1453.774274177191
JUSTIN NORTON,1425.580817752552
AITKEN JACK,1484.4286641002107
RICARD CASTELLVI,1488.7911846146494
FREDDI PAOLO,1500.2924570964567
CLAESSON PHILIP,1503.268699402055
LUDDE LINDQVIST,1512.0213828994727
SEBASTIAN KEMPE,1491.1103177112004
KIRILL EVFIMYEVSKIY,1474.0226293957571
JAMES FOSTER,1485.4891943271527
NIK PLETIKOS,1484.409339003095
CHRISTOFFER SORLIE,1500.6558747401612
SUZUKI YOSHIHIRO,1498.9971355259495
FORREST WACHHOLZ,1453.3804741104857
EBERT ALEXANDER,1498.9820463240528
KRISHAN BHOGAL,1503.845393176326
FREDRIK WESTMAN,1458.1705769280861
MICHAEL COMPTON,1493.4868221316215
LOEWE PHILIPP,1500.392259068405
BRUCE LIAM,1458.1956582672065
LUKE CASHMORE,1491.022765508196
ALPKOCAK UMUT,1490.0604188210302
VI_XA_IC TOMA,1502.0568583510133
STANISIC DANY,1500.4805520030277
KITAMURA YUICHIRO,1460.3589262011349
VALERIY KUDRYASHOV,1476.6353609568282
SABATE ORERA MATIAS,1500.4479803980355
LEONARD STOCK,1475.2252299587774
CHAPMAN PETERSEN,1500.5986508366645
DAWID KANIA,1482.3765644346493
QIU YU LONG,1489.8688996694243
CELON MATTEO,1495.3318428983
CUI YINSHENG,1493.4497470528472
ZILI WANG,1495.7972936199596
JIANAN WU,1498.8535751458735
HENZE ANSGAR,1497.1910015479325
CHEN HUICHAO,1495.5340208970379
JACOB SHAHAR,1492.1987163248743
JAMIE MCMAHON,1480.502197032252
PIETRO RANOTTO,1496.8924940852457
JUAN PERDOMO,1492.872841762136
ANDREAS KRABBE-CHRISTENSEN,1442.6342304828756
ROBERTO RINALDI,1484.2721139786204
JAKUB MARCINIAK,1483.4528990848535
LEO BOUCHER,1486.1301085324162
MORVAN GASTON,1487.2742290998588
JOSHUA ARMIT,1496.3734011693514
MARTIN KOWALSKI,1474.600767263104
MARSHALL MCCANN,1474.9862606513552
JAKUB HALOUZKA,1440.4486963310048
JOSE VICENTE GUTIERREZ,1468.6138111215462
MAX GALLANT,1477.550741248516
JAVIER SEGUI,1476.6483987870758
GIPPERTH ALBIN,1492.4078635538322
TANFERNA ENRICO,1497.0970673401218
JEREMY MOUTOUT,1452.4507477193467
YASUDA SHINNOSUKE,1499.1698309325755
PILGUNOV VICTOR,1498.3613467050143
GONZALO SUAREZ PEREZ,1485.397767182012
BONAITI ANGELO,1488.1604644636814
MAXIMILIAN MUELLER,1477.1074058487152
SKORNYAKOV EDUARD,1497.8315453805105
PATRICK DOEPPING,1477.6125862171045
MATTEO BERTACCHI,1497.012361978068
FERNANDEZ ALFONSO,1502.342262010608
BO JEONG,1472.1297133462645
FREDERIKSEN KENNETH,1460.3901620374872
TEUN BINKHORST,1481.7383397759488
JOSE MENDES,1490.2875052986817
GUILLEN ALBERTO,1482.721020630031
SASSI ANATOL,1494.6496043223544
LUKE DEEGAN,1459.5425981057597
CALEB ARMIT,1486.410888667682
TRETYAKOV DMITRY,1467.6464285716554
KROLL NICOLAS,1489.9143087066086
ELISA HENRY PETER TAUA,1484.3115704160941
PIOTR MALINOWSKI,1452.6570333679329
PATROKLOS-THEODOROS TSARAMYRSIS,1483.8874169922246
GASTON CRUZ TOLON,1476.6053667814856
ANDER BELAUSTEGUIGOITIA,1488.7834603569452
MONCADA SANCHEZ MIGUEL,1468.695687655096
CAMERON PIMENTEL,1456.589091427055
JACK HOPKINS,1450.9081479384515
KRUUSMAGI KAAREL,1497.6666144485782
MULLAN JOSEPH,1500.8449358073997
VEJAS STRELCIUNAS,1450.5302126930223
STIJN PAARDEKOOPER,1479.90197493758
SILNY MIKOLAJ,1493.5613598360449
ARIAN ALEKSANDER,1489.5584279936108
GABRIEL SANZ-AGERO,1456.6675109588439
ANDREY QUINTERO,1471.126370898734
GOLUBIC BOZIDAR,1475.2651365009774
TOMAS PIRES DE LIMA,1480.4347519939645
GUERRA FILIPPO,1492.9643449106718
MORVAN PAUL,1492.5673163757597
MAX URQUIZU MARCOS,1484.569234111107
LARSSON FILIP,1492.1163746822597
CVINAR ALEC,1400.1288416442562
SAMUEL BENEYTO LANCHO,1485.6585954914287
OLAI HAGLAND,1480.3753301970376
VERBURGT FREDDIE,1485.249665313366
OREL LIAM,1456.6634595305388
BENDIX MADS,1494.652737433489
ISMAEL IESS FALCON,1494.726699652502
GEORG PHILIP BUNK LAURITSEN,1462.0849606175027
IVO TODOROV,1476.0835602924594
JIAN QIAO,1496.032292678395
CYRILL KNECHT,1393.2548028623444
ZAMIT LOUKIANOS,1473.908230530042
LUKA ZABUKOVEC,1491.8742191477804
CISLAGHI ROCCO,1488.1252412832248
BOTTONI CHRISTOPH,1494.387836771237
FLORES MARTIN GUILLERMO,1442.0472853600154
MARK WONG,1467.027627949918
DIDHAM PAUL,1468.0021021718867
CRISI ANDREA,1499.7545086139003
LAWSON MCAULLAY,1496.3952675480853
CLEMENS KUEBBER,1420.3011721126597
MAX GUERRIERO,1485.5691746426603
PAUL VERON,1470.4738993176595
WILL SARGENT,1475.0902992960714
SAINI MOHIT,1464.0808713708889
JINFU ZHOU,1495.2727990075089
JUAN LUIS MEDINA CORTES,1485.2120317855176
VAN ROOMEN TIMO,1462.1038516396688
MARTIN JESSEN AAMANN,1493.593134784482
FOGUET RAMIRO,1473.0180305012295
HYEONSU YOON,1473.7873888561367
GUTHRIE BRAUN,1493.642129097534
MARTIN VERHULST,1469.808047149034
MARIOS KARADIMAS,1455.8005684364039
HEBEL JULIUSZ,1479.0586893652721
EDUARDO OETLING,1484.854888928375
ARTHUR PELTIER,1480.818910066329
GOROSTEGUI VICTOR,1446.9884448629018
CORONILLA SOTO ANTONIO,1495.4714924973607
DUTTA UPAMANYU,1443.823929001749
MADYTSKI YAUHENI,1488.1882255076873
BABICH PAVEL,1493.1166097278515
MALO WESSELY,1478.5021428476832
MARCOS ALTARRIBA,1469.477762387611
TORNSTEN CLAES,1495.2275900583365
GITESH NAIN,1468.662456126826
DE LUCA PIETRO,1486.7011153234814
LEOPOLDO SEIFERT,1484.1406032140897
KUSS LENNART,1446.8868585315097
JAGOBA HUERCANOS MACHIMBARRENA,1475.791407487183
HARUTO KURODA,1480.6836541524092
GIPPERTH EDVIN,1489.4298075180802
MURU MATTI,1472.5655821314172
AUGUST HANEVIK,1473.9696527810956
ERIK BROCKMANN,1483.783460356947
SPANOS PANAGIOTIS,1498.4641860332551
GUARDIGLI MATTEO,1488.4686892032737
CALEB YOSLOV,1489.0608917111122
PRIKRYL BENJAMIN,1427.1655902339915
THOMAS FLACHON,1474.422992157268
MATTHEW KEMPKERS,1480.6350429220595
ANDRES BARRIOS,1483.4263174998043
THOMMEN MAXIME,1491.1285245877718
VEEREN ALEX,1494.495882741264
AZMAN ASRI,1498.0641871442988
NORMAN STRUTHERS,1433.7625277227257
DORUK DEMIRCAN,1469.287393901396
DINC MEHMET DURAN,1450.0234354027564
DOMINIK PERKOVIC,1491.8101223196456
IOANNIDIS ALEXANDROS,1485.9509166432204
ADOLFO VIRGILI PASQUAL DEL RIQUELME,1476.2675637801426
O SULLIVAN DARRAGH,1492.2686314732232
PONSETI PERE,1497.8502834009835
PATRICK SHANAHAN,1495.141962332894
JANULIONIS RADVILAS,1432.7650037598644
GUILMIN ANTON,1488.5363086238222
JUAN IGNACIO PEREZ,1424.0259374065838
NICHOLAS SESSIONS,1488.1085107587312
ARTHUR BARRUE,1479.610421627962
ANDERS LINDEMARK,1456.1979169286606
ROB CRANE,1493.2474825518127
VANN WILSON,1482.3548889283763
JAMES STEWART,1472.6145019060286
WANSER TILL,1472.9336529475925
BUGARIN BOGOSLAV,1493.7641754241915
CHANIOTIS KONSTANTINOS,1491.7388301487194
MARCELO CAIRO ASSENZA,1497.4224759143526
MALCOLM BENN SMITH,1423.516292182768
MARTIN ARUJA,1418.6310803208826
CHATZISTAMATIOU ARISTOTELIS,1484.009121030076
RAMON BENITEZ,1481.9977460712337
BANJAC NIKOLA,1453.8572467502754
YANDIAN FEDERICO,1486.1276283372042
GERARDO BENITEZ,1444.9038665971807
SVENSSON HUGO,1487.63876274196
STEPAN NOVOTNY,1427.1158124813633
LEE WONN KYE,1459.9686390168704
ATANASOV ZLATKO,1482.8150911793298
MAURICIO RODRIGUEZ,1481.2834603569484
VARBARO UMBERTO JOSE,1496.1692129513851
SCHOENING TIMM,1487.0417478165866
THAD LETTSOME,1476.668845290888
BOBOTAS CHRIS,1482.2180762539567
CARLOS MUNIZ,1480.9263174998057
SANTIAGO DIZ,1490.1774692584213
CHRYSOS NIKOLAOS,1492.7885656680949
ZHUKALIN IVAN,1468.981618931921
ANDREW ROBINSON,1485.715327356451
FILCHEV IVO,1481.6210613285837
BADAWY ALY,1461.3367141735732
YANG YANG,1488.7321214010526
WOLGRAM KAI,1455.4668352571957
SIMONNOT ROMAIN,1490.4143268374605
NOAH COLLINSON,1493.444992635925
GU YUCHEN,1495.7320544814395
GOODWIN ALISTAIR,1486.444732891213
MLADENOV HRISTO,1481.0240464032106
EDOARDO LIBRI,1455.8675721571283
LAUKKANEN NOEL,1496.3136483988474
GOVINDEN RODNEY,1466.9951298905798
BARBER PONCIANO MANUEL,1496.1390534544605
ALBERTO GUILLEN SERRANO,1495.5134752464667
YUVALI ALI FUAT,1470.4265608323253
PENEV MARTIN,1480.4270314778375
MORVAN LEON,1487.303216190554
JAMES GOLDEN,1485.5688282190492
JIRI HALOUZKA,1441.9861062840525
ERONI LEILUA,1473.9987900014178
ANASTASIADIS DIMITRIOS,1479.8300165524645
MATEJ VALIC,1491.2221660961166
MAS VINES BORJA,1476.1556857990217
BONDARENKO DMITRII,1495.7112459678299
CIRO BASILE,1464.1245538688243
SEUNG KIM,1484.4250047758053
KONSTANTINOS STAMATIOU-MERAKLI,1488.8169250407343
BOCCUNI TOMMASO,1495.6684871085251
LIN ZEWEI,1489.3547241884537
JOHNSSON ALBIN,1495.4973422245146
CAMPBELL STEWART,1484.1024241306438
GONZALVEZ FONS JORGE,1451.5920297806867
KLIMASZEWSKI WOJCIECH,1495.2834384811993
RASMUS GRANZIN,1491.2339772255045
BLOWERS HARRY,1484.9521955777798
KEN FUJIMOTO,1470.4739728744808
TADEUS SAMORODNY WITOLD,1466.9001355090054
SCOTT THOMAS,1484.653688115093
IAN ELLIOTT,1469.8254838262098
VASZI MIKULAS,1472.2003576279785
JANSEN LARS,1495.0233258182027
FERNANDEZ FERNANDEZ SOCRATES,1473.4867340619803
VICTOR SIMO,1494.8556309945686
ADIL KHALID,1483.9815266317478
CONNOR SHAW,1483.1346821951597
LINDSTROM THOMAS,1484.1952233525049
RAGAB AHMED,1466.4740372480987
VERDYSH ANDREW,1485.551391373035
AHMAD ASRI MUHAMMAD FAIZAL,1482.9604249286253
GRABIC MATIJA,1490.5934437168773
SHUSUKE TAKEUCHI,1465.901692958814
MARSHALL WILLIAM,1484.0566731897197
PIETARI AIRAKORPI,1482.8121015499983
CHARLAND FRANCIS,1483.885145833125
LAVENANT FRANK,1475.7007083908595
BALTALI ALP,1481.677903803222
NAMKHAI BOURQUIN,1483.3466059968273
MARTINS ATILLA,1487.265317503331
SIERK JAN TER HAAR,1491.263174454107
THOMAS MCEVOY,1482.4895209048368
STANISLAS PICARD,1469.1895532309547
ANDRES LAGE,1461.3594904922472
KOOSER BO AARON,1438.0627399352582
JOSHUA HIGGINS,1430.3122000881158
ADAM OZ,1462.655179218541
ANNUS TAVO,1479.0541589136633
JULIAN SOTO,1465.546866748948
JUAN ANDREU,1447.7907609817823
TEARIKI NUMA,1482.1669402596754
MATTHEW LONG,1489.1968496404204
ANSTEY LUKE,1462.3266382555796
VAN DER VALK STIJN,1494.1631107644396
MIQUEL SITGES NICOLAU,1465.7093219016976
FRANCESC MARTINEZ GORBIG,1484.166268511503
HAMZA AL ALI,1465.5007058783292
HUANG YANG,1470.8275309040368
COLLAMI ALESSIO,1483.1611508016597
STEPHEN GUNTHER,1481.844359614514
LYUBEN TENEKEDZHIEV,1480.3396999027782
JIAN SHI,1488.9436850834584
KEVIN WIERSMA,1486.6400542924355
DIEGO PELETEIRO HERRERO,1469.1981163493836
SAIDUKOV DENYS,1471.085128838241
MASTRANTONAKIS GIORGIO,1487.2355188904396
ALEJANDRO PEREZ,1482.3942250444463
JULES MITCHELL,1486.3957522859396
BURGHGRAEF JORIS,1482.862643338973
JAKOB LEJBOLLE,1450.6662803101087
GERALD WILLIAMS,1468.6508649109117
ARTHUR BAUDET,1454.9366607448978
VALERIO CASSANMAGNAGO,1439.0349184133001
FAUBEL CARSTEN FROKJAER,1486.9706182281877
MATHIEU DALE,1486.1058972134756
DINEL KOFI,1482.3347582362262
PANAGIOTIS IORDANOU,1486.0958366053608
LOUIS HUPE,1483.7995665555159
CAPELLA JORDI,1486.7057175659359
FILIPE ANDRE,1485.8160421410116
LINDSTEN ERIK,1482.2656284135994
VAKHRUSHEV IVAN,1476.0170817632911
THEODOSIADIS LAZAROS,1486.440816903684
FLORIAN HAFNER,1482.981083326318
