Rank,Competidor,Rating
46,"QUINLAN WILSON, ROMAIN SCREVE",0.03628
47,"LARA GRANIER, AMELIE RIOU",0.04387
48,"HANNA WILLE, MARLA BERGMANN",0.04387
49,"ANTONIA LEWIN LAFRANCE, GEORGIA LEWIN LAFRANCE",0.04772
50,"JO ALEH, MOLLY MEECH",0.04772
51,"ODILE VAN AANHOLT, NICOLE VAN DER VELDEN",0.00818
52,"TIMMA FLANAGAN, JEAN-MATTHIEU BOLLAND",0.00818
53,"CHIKA HATAE, HIROKA ITAKURA",0.01889
54,"CECILIA JONSSON, JULIA GROSS",0.01889
55,"IDA SVENSSON, CECILIA JONSSON",0.02264
56,"ALEXANDRA STALDER, SILVIA SPERI",0.02264
57,"NINA KEIJZER, CLAIRE BLOM",0.01847
58,"ALEKSANDRA MELZACKA, KINGA LOBODA",0.01847
59,"ENIA NINCEVIC, MIHAELA DE MICHELI VITTURI",0.03173
60,"ALLISON SURRETTE, MAX FLINN",0.03173
61,"ELENA CHRISTINE STOFFERS, LEONIE MEYER",0.02099
62,"HELENA SCUTT, PARIS HENKEN",0.02099
63,"OTTAVIA MARIA RAGGIO, PAOLA BERGAMASCHI",0.02976
64,"SOPHIE STEINLEIN, MARIE THUSGAARD",0.02976
65,"VILMA BOBECK, EBBA BERNTSSON",0.10907
66,"ALEXANDRA MALONEY, OLIVIA HOBBS",0.02685
67,"PIA DAHL ANDERSEN, NORA EDLAND",0.02685
68,"GALEN RICHARDSON, AIDAN CHIU",0.0209
69,"ANNA TOBIAS, PARIS HENKEN",0.0209
70,"NOORA RUSKOLA, CAMILLA CEDERCREUTZ",0.02256
71,"ANDREA SCHMIDT, JOHANNE SCHMIDT",0.02256
72,"NATE COLBURN, CAMERON COLBURN",0.04301
73,"KATRINE BENDIX KROGH, LAURA STEENSTRUP ZEEBERG",0.01861
74,"LINOR BEREZIN, MAX WOOD",0.01861
75,"GRISELDA KHNG, SARA TAN",0.02578
76,"ANNE-JULIE SCHUTT, IBEN NIELSBY",0.02578
77,"DEWI COUVERT, JESSICA ELIZABETH KISTERS",0.03398
78,"MATHILDE LOVADINA, MARINE RIOU",0.03398
79,"ERICA DAWSON, ELLIE COPELAND",0.03288
80,"CECILIA JONSSON, CECILIA JONSSON",0.03288
81,"LAURA SCHOEFEGGER, ELSA LOVREK",0.0092
82,"ANDREA BREWSTER, SASKIA TIDEY",0.0092
83,"CARLOTTA OMARI, SVEVA CARRARO",0.0379
84,"JULE GORGE, LOTTA GORGE",0.0379
85,"CECILE JANMAAT, SHANNEN MAXIME MARCK",0.01549
86,"VILMA BOBECK, MALIN TENGSTROM",0.01549
87,"MEGAN BRICKWOOD, STEPHANIE ORTON",0.00568
88,"KLARA WESTER, MALIN TENGSTROM",0.00568
89,"NOORA RUSKOLA, MIKAELA WULFF",0.04075
90,"SARAH STEYAERT, CHARLINE PICON",0.04075
91,"SOFIA GIUNCHIGLIA, GIULIA SCHIO",0.04086
92,"ERIN RAFUSE, DANIELLE BOYD",0.04086
93,"JULIE BOSSARD, AUDE COMPAN",0.02615
94,"HAYLEE OUTTERIDGE, NINA CURTIS",0.02615
95,"LARA GRANIER, RIOU AMELIE",0.02752
96,"AMELIA STABBACK, ELLA CLARK",0.02752
97,"CARLOTTA OMARI, MATILDA DISTEFANO",0.00756
98,"KATRINE BENDIX KROGH, LINE JUST EMSVANG",0.00756
99,"PATRICIA SUAREZ, NICOLE VAN DER VELDEN",0.0096
100,"MARU SCHEEL, CATHERINE SOPHIE BARTELHEIMER",0.0096
101,"ARIANNA PASSAMONTI, GIULIA FAVA",0.02105
102,"CATHERINE BARTELHEIMER, INGA-MARIE HOFMANN",0.02105
103,"MARIA OTTAVIA RAGGIO, PAOLA BERGAMASCHI",0.03203
104,"TESS LLOYD, DERVLA DUGGAN",0.03203
105,"JULIE BOSSARD, LILI SEBESI",0.00996
106,"VAN AANHOLT ODILE, SIEWERS EMMA",0.00996
107,"LAURA HARDING, ANNIE WILMOT",0.01615
108,"LAURA SCHOFEGGER, LISA FARTHOFER",0.02406
109,"WILLEMIJN OFFERMAN, ELISE RUYTER",0.02406
110,"SINEM KURTBAY, SILJA KANERVA",0.02522
111,"TESS LLOYD, JAIME RYAN",0.02522
112,"ELEANOR KEERS, SOPHIE AINSWORTH",0.0539
113,"XIAOYU HU, XUEBIN YU",0.0539
114,"FRANCESCA BERGAMO, JANA GERMANI",0.05091
115,"MEGAN BRICKWOOD, ELEANOR ALDRIDGE",0.05091
116,"MARIA OTTAVIA RAGGIO, JANA GERMANI",0.00365
117,"LOTTA GOERGE, JULE GOERGE",0.00365
118,"PATRICIA SUAREZ, MARIA TERESA ALONSO",0.00999
119,"MADELEINE ZIELINSKA, NADIA ZIELINSKA",0.00999
120,"LIVIA NAEF, NELIA PUHZE",0.04693
121,"DEWI COUVERT, JUDITH ENGBERTS",0.04693
122,"MOLLY HIGHFIELD, SANDY CHOI",0.01479
123,"ANGELIKA KOHLENDORFER, LISA FARTHOFER",0.01479
124,"KATLIN TAMMISTE, ANNA MARIA SEPP",0.01045
125,"WILLEMIJN OFFERMAN, JUDITH ENGBERTS",0.01045
126,"LUCY WILMOT, ERIKA REINEKE",0.01403
127,"LOUIS CHAMBET, ENZO LOBRY",0.01403
128,"HARSHITA TOMAR, SWETA SHERVEGAR",0.01768
129,"ALICIA FRAS SAMSON, ELENA BARRIO GARCIA",0.01768
130,"ANN KRISTIN WEDEMEYER, LEONIE MEYER",0.02974
131,"SVEA KARSENBARG, CECILE JANMAAT",0.02974
132,"SILVIA SICOURI, MARIA VITTORIA MARCHESINI",0.03028
133,"GWENDAL LAMAY, KIM HOLSTE",0.03028
134,"AURA MIQUEL MOLONS, NURIA MIRO",0.01896
135,"GABRIELA CZAPSKA, HANNA RAJCHERT",0.01896
136,"VERONIKA ZIVNA, KATERINA ZIVNA",0.01851
137,"SHASHA CHEN, MENGTING WANG",0.01851
138,"ANNA LUSCHAN, EVA-MARIA SCHIMAK",0.03341
139,"DEWI COUVERT, TESS WILSCHUT",0.03341
140,"FREYA FEILCKE, MOJA MARU SCHEEL",0.01023
141,"SAYOKO HARADA, SERA NAGAMATSU",0.03601
142,"ENIA NINCEVIC, MARINA DUJMOVIC",0.03601
143,"JULIA GROSS, CECILE JANMAAT",0.00997
144,"CHARLOTTE HEIJSTEK, JESKE KISTERS",0.00997
145,"CAROLINA HORLBECK, CHARLOTTE HENKEL",0.02068
146,"JESKE KISTERS, JOSCA HUMMEL",0.02068
147,"YANNIS NAUDY, MARTIN GUEZ",0.01699
148,"GRISELDA KHNG, OLIVIA CHEN",0.01699
149,"ANNA BURNET, STEPHANIE ORTON",0.04243
150,"MARIJA ANDELA DE MICHELI VITTURI, MIHAELA ZJENA DE MICHELI VITTURI",0.04243
151,"ARIELLE MORGAN, HEATHER MYATT",0.0219
152,"EWA ROMANIUK, SANDRA JANKOWIAK",0.0219
153,"PATRICIA SUAREZ GONZALEZ, JULIA RITA ROMAN",0.01541
154,"WILLEMIJN OFFERMAN, CECILE JANMAAT",0.01541
155,"DOMINIKA VADUROVA, SARA TKADLECOVA",0.01275
156,"LAURA SCHOFEGGER, ANNA BOUSTANI",0.01275
157,"ARANTZA GUMUCIO, BEGONA GUMUCIO",0.02629
158,"CLARA-SOFIA STAMMINGER DE MOURA, MANON PEYRE",0.02629
159,"MISAKI TANAKA, SERA NAGAMATSU",0.04594
160,"GENEVIEVE TULLOCH, MAGGIE SHEA",0.04594
161,"KATRINE BENDIX KROGH, CHRISTINA ANDERSEN",0.01915
162,"AMELIA STABBACK, CAITLIN ELKS",0.01915
163,"HANNAH BRISTOW, ANNA CARPENTER",0.02557
164,"MARGHERITA PORRO, SVEVA CARRARO",0.02557
165,"MATHILDE LOVADINA, ALBANE DUBOIS",0.01557
166,"MATHILDE LOVADINA, AUDE COMPAN",0.01557
167,"SOPHIE WEGUELIN, ANNA BURNET",0.04144
168,"EMILY DELLENBAUGH, ELIZABETH BARRY",0.04144
169,"ALICE MOSS, HANNA JOHNSSON",0.01314
170,"JOSEFINE NOJGAARD, ESTHER BOJSEN-MOLLER",0.03684
171,"NADINE BOEHM, LENA WEISSKICHEL",0.03684
172,"MAYUMI ROLLER, KAYLA MCCOMB",0.03548
173,"ANASTASIA GUSEVA, IANA STOKOLESOVA",0.03548
174,"HANNAH MILLS, ALAIN SIGN",0.0242
175,"MATHILDE LOVADINA, LEA PERNET",0.0242
176,"SOPHIE STEINLEIN, CLARA BORLINGHAUS",0.0455
177,"GRISELDA KHNG, AGUSTINA BARBUTO",0.0455
178,"CZAPSKA GABRIELA, RAJCHERT HANNA /",0.0248
179,"ERIN BERRY, INGRID MERRY",0.0248
180,"KEIKO MIYAGAWA, SENA TAKANO",0.01539
181,"MARINA GARAU, CARLOTA GARCIA",0.01539
182,"KATE MACGREGOR, MARY ROOK",0.01449
183,"ANTONIA SCHULTHEIS, VICTORIA SCHULTHEIS",0.01449
184,"ANN-KRISTIN WEDEMEYER, PIA SOPHIE WEDEMEYER",0.01403
185,"SARAH ROECK, LEA TESSA EINBRODT",0.01403
186,"ISABELLE FELLOWS, ALICE MASTERMAN",0.07282
187,"ANNA YAMAZAKI, N/A",0.07282
188,"VICTORIA SCHULTHEIS, ANTONIA SCHULTHEIS",0.02068
189,"SAKI MATSUNAE, SAYOKO HARADA",0.02068
190,"HELEN PAIS, HELEN AUSMAN",0.02521
191,"DEBBIE CAPOZZI, MAGGIE SHEA",0.02521
192,"ANNE SCHWARZ, MARTINA SCHWARZ",0.0376
193,"REBEKKA JOHANNESEN, IBEN NIELSBY CHRISTENSEN",0.0376
194,"FRANCESCA BERGAMO, ALICE SINNO",0.041
195,"CATHERINE BARTELHEIMER, DANIELA BARTELHEIMER",0.041
196,"KATE MACGREGOR, STEPHANIE ORTON",0.0986
197,"HANNAH STEADMAN, GABRIELLE RIZIKA",0.0986
198,"MINA FERGUSON, DERVLA DUGGAN",0.06748
199,"ERIN RAFUSE, MILLEN MARIAH",0.06748
200,"ALICE MOSS, EBBA BERNTSSON",0.02553
201,"JULIA HENRIKSSON, CAROLINE PETTERSSON",0.02553
202,"CLARA SCHEIWILLER, VIOLETTE LEMERCIER",0.05222
203,"FLORINE BRAMERVAER, EMMA SIEWERS",0.05222
204,"ARIANNA GARISTO, VIRGINIA GARISTO",0.01618
205,"SIRRE KRONLOF, SELMA VALJUS",0.01618
206,"HELENA WOLFF, LAURA ZEEBERG",0.04148
207,"TATE HOWELL, ADRIANNA BAIRD",0.04148
208,"LISA MARIA RAUSCH, LILLE JONAS",0.00889
209,"BRICE YRIEIX, ALBANE DUBOIS",0.00889
210,"SOPHIE MOSEGAARD, FIONA SCHARER",0.08742
211,"DIANA TUDELA BALLON, ADRIANA BARRON VELAOCHAGA",0.08742
212,"KATHARINA SCHWACHHOFER, ELENA STOLTZE",0.04748
213,"GIULIA GENESIO, FRANCESCA VOLPI",0.04748
214,"KATE SHANER, CHARLOTTE MACK",0.02114
215,"ELEANOR KEERS, JESSICA JOBSON",0.02114
216,"VICTORIA PAYNE, ALICE MASTERMAN",0.04516
217,"WILLEMIJN OFFERMAN, EMMA SIEWERS",0.04516
218,"MAYUMI ROLLER, AGUSTINA BARBUTO",0.02919
219,"ELIN SEVEDAG, KLARA JOHANSSON",0.02919
220,"SOPHIE STEINLEIN, JILL PALAND",0.01909
221,"MADELEINE MCLEAY, NATASHA BRYANT",0.01909
222,"ODILE VAN AANHOLT, PHILIPINE VAN AANHOLT",0.00749
223,"ANNA LUSCHAN, JOHANNA DAUM",0.00749
224,"RONJA GRONBLOM, SARA EHRNROOTH",0.07063
225,"ZOYA NOVIKOVA, DIANA SABIROVA",0.07063
226,"FENJA VALENTIEN, BERIT BELLIN",0.02127
227,"BELEN TAVELLA, TRINIDAD SILVA",0.02127
228,"NATSUMI ANDO, FENJA VALENTIEN",0.01409
229,"PAULA VAN WIERINGEN, ELENA BARRIO GARCIA",0.01409
230,"SAKI MATSUNAE, YURI SAITO",0.04408
231,"RUFINA TAN, CONNIE RIVERRA TSEN",0.04891
232,"ERI FUKASAWA, NORIKO OKUMA",0.04891
233,"JOSEPHINE P. W. FREDERIKSEN, LAURA STEENSTRUP ZEEBERG",0.05369
234,"DOMINIKA VADUROVA, SIMONA BOROSOVA",0.05369
235,"MARCELINA KORSZON, ZUZANNA MROZ",0.00992
236,"VARSHA GAUTHAM, AISHWARYA CHEZHIYAN",0.00992
237,"YINGQIAN WANG, XIAOYA SU",0.03082
238,"EKTA YADAV, SHAILA CHARLES",0.03082
239,"MARTINA CASTAGNA, LUCIA MIANI",0.01477
240,"MARIANNE DE VREESE, SHANA WITTOCK",0.03459
241,"MIHAELA ZJENA DE MICHELI VITTURI, MARIJA ANDELA DE MICHELI VITTURI",0.03459
242,"REBEKKA JOHANNESEN, SILJE CERUP-SIMONSEN",0.03673
243,"COURTNEY REYNOLDS-SMITH, BRIANNA REYNOLDS-SMITH",0.03673
244,"KATE MACGREGOR, KIRSTIE URWIN",0.05553
245,"JULIA HENRIKSSON, KLARA JOHANSSON",0.05553
246,"DEWI COUVERT, SHANNEN MARCK",0.05467
247,"ZOFIA BURSKA, SARA TKADLECOVA",0.05467
248,"VARSHA GAUTHAM, SWETA SHERVEGAR",0.02987
249,"RONJA LUNDBERG, HANNA JOHNSSON",0.02987
250,"EMILIE BOUCHET, JULIA OLLIVIER",0.00713
251,"EMMA MEILHAT, CHLOE SALOU",0.00713
252,"AUDREY STAPLES, MARION LAFRANCE-BERGER",0.0613
253,"CHLOE FISHER, LAURA THOMSON",0.0613
254,"ANASTASIIA SHCHEGLOVA, MARGARITA KAMAEVA",0.00633
255,"RONJA LUNDBERG, PERNILLA LINDNER",0.01793
256,"ALICIA FRAS, CLARISSE BAISSAC",0.01793
257,"MARLIES SCHOUTEN, MAUD LODEWIJK",0.0113
258,"KATRINE SCHMIDT, ELLEN NIELSEN",0.0113
259,"JULIA GROSS, SARAH AYTON",0.00669
260,"KLARA UTTERSTROM, AMANDA LJUNGGREN",0.00669
261,"CARLOTA HERNANDEZ GARCIA, MARIA TERESA ALONSO GONZALEZ-SOLLA",0.03268
262,"KELLY COLE, RACHEL ELLIE GLENN",0.03268
263,"INGA-MARIE HOFMANN, ALISA ENGELMANN",0.01561
264,"KATHARINA SCHWACHHOFER, ADRIANA BAIRD",0.01561
265,"ERIN MC ILWAINE, ELLIE CUNNANE",0.08094
266,"SAAR TAMIR, NOYA BAR AM",0.08094
267,"SVEA KARSENBARG, ELISE DE RUIJTER",0.08027
268,"PAULA SCHUTZE, LILLE JONAS",0.08027
269,"MADDALENA DI SALVO, WINGCHI SANDY CHOI",0.03452
270,"MERLE LOUWINGER, JULIA VAN DER VAART",0.03452
271,"EBBA BERNTSSON, KLARA UTTERSTROM",0.04488
272,"JASMIN MAY GALBRAITH, CHLOE FISHER",0.04488
273,"PAULA VAN WIERINGEN MASSANET, JORIEN JULIA HIN",0.0505
274,"RINKO GOTO, MANASE ICHIHASHI",0.0505
275,"ANASTASIIA MOGILNAIA, YANA STOKOLESOVA",0.01683
276,"LUCIA TAMANI, BIANCA TAMANI",0.01683
277,"CLAUDIA SOBRAL LUSQUINOS, CARLOTA GARCIA FERNANDEZ",0.02305
278,"VERA TER HORST, JORIEN HIN",0.02305
279,"KATRINE BENDIX KROGH, CLARA ROSKJAER MOGELTOFT",0.04946
280,"HANNAH BRISTOW, EMILY COVELL",0.04537
281,"ANASTASIA SHCHEGLOVA, LIUDMILA DMITRIEVA",0.04537
282,"MINA FERGUSON, MADDY MCLEAY",0.04863
283,"LENA SIEMANN, JILL PALAND",0.04863
284,"HANNAH MAURER, LINN BERNTSSON",0.03162
285,"MONIQUE VENNIS-OZANNE, HANNAH MORRIS",0.03162
286,"FEMKE VAN DEN BERG, EMMA SIEWERS",0.0744
287,"EKTA YADAV, AISHWARYA CHEZHIYAN",0.0744
288,"KAMILLE VILSTRUP, EMMELIE REED RASMUSSEN",0.07447
289,"GIULIETTA LANG, STERRE VAN WEGEN",0.07447
290,"DIANA TUDELA, MARIA PIA VAN OORDT",0.03093
291,"LILY RICHARDSON, MATILDA RICHARDSON",0.03093
292,"ODILE VAN AANHOLT, CECILE JANMAAT",0.03539
293,"ISABELLE FELLOWS, NICOLA BONIFACE",0.03539
294,"MARGHERITA PORRO, MATILDA DISTEFANO",0.02233
295,"SOPHIE STEINLEIN, BENTE BATZING",0.02233
296,"SILVIA SICOURI, ALICE SINNO",0.01607
297,"TESSA PARKINSON, ELLA CLARK",0.04393
298,"ALICE MOSS, AMANDA LJUNGGREN",0.04393
299,"ELEANOR KEERS, FAYE CHATTERTON",0.0167
300,"ELISE DE RUIJTER, QUINTEN BRAMERVAER",0.0167
301,"VICTORIA LIKSANOVA, DIANA SABIROVA",0.0311
302,"MARIA PASQUALI COLUZZI, GIORGIA BERTUZZI",0.01357
303,"CHLOE FISHER, ELEANOR GRIMSHAW",0.01357
304,"CRYSTAL SUN, OLIVIA HOBBS",0.01357
305,"HE XIAN, YU XUEBIN",0.01428
306,"LAURA HARDING, LAURA THOMSON",0.00451
307,"MARINA TARAN, ANGELINA MARKOVA",0.01506
308,"YANG YIN, SHI SHIQING",0.00653
309,"GUO FAN, ZHOU YAN",0.01431
310,"ANASTASIA VORONKOVA, OLGA KNIPOVICH",0.03404
311,"MENGMENG ZHANG, XIAOYA SU",0.00854
312,"KATE SHANER, KATHLEEN LOVE",0.00854
313,"HUIJIA YU, YE JIN",0.00122
314,"KAMONCHANOK KLAHAN, NICHAPA WAIWAI",0.0
315,"SHASHA CHEN, NANA HU",0.00451
316,"TINA LUTZ, LOTTA WIEMERS",0.01428
