Rank,Competidor,Rating
225,"ZOYA NOVIKOVA, DIANA SABIROVA",0.01692
226,"FENJA VALENTIEN, BERIT BELLIN",0.01682
227,"BELEN TAVELLA, TRINIDAD SILVA",0.01682
228,"NATSUMI ANDO, FENJA VALENTIEN",0.02772
229,"PAULA VAN WIERINGEN, ELENA BARRIO GARCIA",0.02772
230,"SAKI MATSUNAE, YURI SAITO",0.04729
231,"RUFINA TAN, CONNIE RIVERRA TSEN",0.04729
232,"ERI FUKASAWA, NORIKO OKUMA",0.00773
233,"JOSEPHINE P. W. FREDERIKSEN, LAURA STEENSTRUP ZEEBERG",0.00773
234,"DOMINIKA VADUROVA, SIMONA BOROSOVA",0.01358
235,"MARCELINA KORSZON, ZUZANNA MROZ",0.01358
236,"VARSHA GAUTHAM, AISHWARYA CHEZHIYAN",0.01738
237,"YINGQIAN WANG, XIAOYA SU",0.01738
238,"EKTA YADAV, SHAILA CHARLES",0.0094
239,"MARTINA CASTAGNA, LUCIA MIANI",0.0094
240,"MARIANNE DE VREESE, SHANA WITTOCK",0.03932
241,"MIHAELA ZJENA DE MICHELI VITTURI, MARIJA ANDELA DE MICHELI VITTURI",0.03932
242,"REBEKKA JOHANNESEN, SILJE CERUP-SIMONSEN",0.06348
243,"COURTNEY REYNOLDS-SMITH, BRIANNA REYNOLDS-SMITH",0.06348
244,"KATE MACGREGOR, KIRSTIE URWIN",0.04604
245,"JULIA HENRIKSSON, KLARA JOHANSSON",0.04604
246,"DEWI COUVERT, SHANNEN MARCK",0.02142
247,"ZOFIA BURSKA, SARA TKADLECOVA",0.02142
248,"VARSHA GAUTHAM, SWETA SHERVEGAR",0.02996
249,"RONJA LUNDBERG, HANNA JOHNSSON",0.04497
250,"EMILIE BOUCHET, JULIA OLLIVIER",0.04497
251,"EMMA MEILHAT, CHLOE SALOU",0.03865
252,"AUDREY STAPLES, MARION LAFRANCE-BERGER",0.03865
253,"CHLOE FISHER, LAURA THOMSON",0.03205
254,"ANASTASIIA SHCHEGLOVA, MARGARITA KAMAEVA",0.03205
255,"RONJA LUNDBERG, PERNILLA LINDNER",0.0561
256,"ALICIA FRAS, CLARISSE BAISSAC",0.0561
257,"MARLIES SCHOUTEN, MAUD LODEWIJK",0.01635
258,"KATRINE SCHMIDT, ELLEN NIELSEN",0.01635
259,"JULIA GROSS, SARAH AYTON",0.05688
260,"KLARA UTTERSTROM, AMANDA LJUNGGREN",0.05688
261,"CARLOTA HERNANDEZ GARCIA, MARIA TERESA ALONSO GONZALEZ-SOLLA",0.06895
262,"KELLY COLE, RACHEL ELLIE GLENN",0.06895
263,"INGA-MARIE HOFMANN, ALISA ENGELMANN",0.02656
264,"KATHARINA SCHWACHHOFER, ADRIANA BAIRD",0.02656
265,"ERIN MC ILWAINE, ELLIE CUNNANE",0.02776
266,"SAAR TAMIR, NOYA BAR AM",0.02776
267,"SVEA KARSENBARG, ELISE DE RUIJTER",0.03584
268,"PAULA SCHUTZE, LILLE JONAS",0.02637
269,"MADDALENA DI SALVO, WINGCHI SANDY CHOI",0.02637
270,"MERLE LOUWINGER, JULIA VAN DER VAART",0.02681
271,"EBBA BERNTSSON, KLARA UTTERSTROM",0.02681
272,"JASMIN MAY GALBRAITH, CHLOE FISHER",0.05968
273,"PAULA VAN WIERINGEN MASSANET, JORIEN JULIA HIN",0.05968
274,"RINKO GOTO, MANASE ICHIHASHI",0.03053
275,"ANASTASIIA MOGILNAIA, YANA STOKOLESOVA",0.03053
276,"LUCIA TAMANI, BIANCA TAMANI",0.03254
277,"CLAUDIA SOBRAL LUSQUINOS, CARLOTA GARCIA FERNANDEZ",0.03254
278,"VERA TER HORST, JORIEN HIN",0.06299
279,"KATRINE BENDIX KROGH, CLARA ROSKJAER MOGELTOFT",0.06299
280,"HANNAH BRISTOW, EMILY COVELL",0.07942
281,"ANASTASIA SHCHEGLOVA, LIUDMILA DMITRIEVA",0.07942
282,"MINA FERGUSON, MADDY MCLEAY",0.07601
283,"LENA SIEMANN, JILL PALAND",0.03985
284,"HANNAH MAURER, LINN BERNTSSON",0.03985
285,"MONIQUE VENNIS-OZANNE, HANNAH MORRIS",0.02099
286,"FEMKE VAN DEN BERG, EMMA SIEWERS",0.02099
287,"EKTA YADAV, AISHWARYA CHEZHIYAN",0.02451
288,"KAMILLE VILSTRUP, EMMELIE REED RASMUSSEN",0.02451
289,"GIULIETTA LANG, STERRE VAN WEGEN",0.02111
290,"DIANA TUDELA, MARIA PIA VAN OORDT",0.02111
291,"LILY RICHARDSON, MATILDA RICHARDSON",0.01573
292,"ODILE VAN AANHOLT, CECILE JANMAAT",0.01573
293,"ISABELLE FELLOWS, NICOLA BONIFACE",0.02195
294,"MARGHERITA PORRO, MATILDA DISTEFANO",0.02195
295,"SOPHIE STEINLEIN, BENTE BATZING",0.02929
296,"SILVIA SICOURI, ALICE SINNO",0.02929
297,"TESSA PARKINSON, ELLA CLARK",0.01451
298,"ALICE MOSS, AMANDA LJUNGGREN",0.01451
299,"ELEANOR KEERS, FAYE CHATTERTON",0.00663
300,"ELISE DE RUIJTER, QUINTEN BRAMERVAER",0.01806
301,"VICTORIA LIKSANOVA, DIANA SABIROVA",0.00558
302,"MARIA PASQUALI COLUZZI, GIORGIA BERTUZZI",0.00909
303,"CHLOE FISHER, ELEANOR GRIMSHAW",0.00909
304,"CRYSTAL SUN, OLIVIA HOBBS",0.00909
305,"HE XIAN, YU XUEBIN",0.01824
306,"LAURA HARDING, LAURA THOMSON",0.01824
307,"MARINA TARAN, ANGELINA MARKOVA",0.00492
308,"YANG YIN, SHI SHIQING",0.0
309,"GUO FAN, ZHOU YAN",0.00492
310,"ANASTASIA VORONKOVA, OLGA KNIPOVICH",0.03821
311,"MENGMENG ZHANG, XIAOYA SU",0.03141
312,"KATE SHANER, KATHLEEN LOVE",0.03141
313,"HUIJIA YU, YE JIN",0.02442
314,"KAMONCHANOK KLAHAN, NICHAPA WAIWAI",0.03006
315,"SHASHA CHEN, NANA HU",0.03006
316,"TINA LUTZ, LOTTA WIEMERS",0.08029
