Rank,Competidor,Rating
82,TEO BERTOT,0.0118
83,SOPHIE ZIMMERMANN,0.0118
84,MARIE BOLOU,0.0085
85,AMELIE RIOU,0.0085
86,ELIZABETH YIN,0.02362
87,TINA MIHELIC,0.02362
88,GINAID ODILE,0.01605
89,ULISES GOMEZ LACCHINI,0.01605
90,ANTONIO MACHADO,0.01383
91,ALICIA CEBRIAN,0.01383
92,SARA CARMO,0.01645
93,MOHDMAD LATIF NUR SHAZRIN,0.01645
94,LUCAS ZORZI,0.01619
95,FEDERICA CATTAROZZI,0.01619
96,CATERINA ISABEL ROMERO AGUIRRE,0.01524
97,ISABELLA BERTOLD,0.01524
98,SANDRA LULI,0.00246
99,MARIA CRISTINA BOABAID,0.00246
100,GUSTAVO KIESSLING,0.01532
101,AGUSTIN GONZALEZ VILLALBA,0.01532
102,ISADORA DAL RI,0.02714
103,FACUNDO MAC GOWAN,0.02714
104,FRANCISCO GOMEZ,0.02404
105,MARILENA MAKRI,0.02404
106,EVE MCMAHON,0.02635
107,RODRIGO LUZ,0.02635
108,STEFANO CAIAFA,0.0222
109,CRISTINA CASTELLANOS ESTRADA,0.0222
110,CHLOE MARTIN,0.02358
111,NICK GRAEL,0.02358
112,AOIFE HOPKINS,0.00825
113,AGUSTINA JORDAN,0.00825
114,ANA MONCADA SANCHEZ,0.00199
115,FAKIDI ATHANASIA,0.00199
116,FRANCESCA CLAPCICH,0.04636
117,ALAN WILLY,0.04636
118,DELFINA DALLI,0.04231
119,PYATT SUSANNAH,0.04231
120,RICARDO PARANHOS,0.00174
121,RAMON FRENE,0.00174
122,LUCAS MOMES RUIZ,0.03085
123,LOVISA KARLSSON,0.03085
124,MARTHE ENGER EIDE,0.02506
125,MARIA ASHIDA,0.02506
126,TALLURI MATILDA,0.02141
127,NICOLAS CASTELARI RIVAS,0.02141
128,FLORIDIA JOYCE,0.02223
129,ANTONIO GANDOLPHO,0.02223
130,NICO GAINSCHUK,0.02725
131,FATIMA REYES,0.02725
132,PIA KUHLMANN,0.00433
133,KIM PLETIKOS,0.00433
134,GUILHERME PEREZ,0.0027
135,SHAY KAKON,0.0027
136,CARLOS TOMAS GABASIO,0.02483
137,ALEKSANDRA LUKOYANOVA,0.02483
138,MARIA GRACIA VEGAS TRIVELLI,0.02144
139,LUCIE BEN-AMOR,0.02144
140,OETLING RAMIREZ ELENA,0.01109
141,JULIA CARREIRAO,0.01109
142,KUMANAN NETHRA,0.00897
143,FEDERICO SIEBERT FRANCAVILLA,0.00897
144,FERNANDA DECNOP COELHO,0.00227
145,HUGHES HADDON,0.01419
146,PHILIPINE VAN AANHOLT,0.01419
147,MARIANA CRESPO,0.02883
148,PIERO CASTANEDA,0.02883
149,JOAQUIM DUARTE ARGERICH,0.00929
150,CAREN NIEZEN,0.00929
151,MARTHA CATERINA FARAGUNA,0.03727
152,SEBASTIAN LERI,0.03727
153,RUBEI YUAN,0.00282
154,FELIPE WENZEL,0.00282
155,CHRISTINA SAKELLARIS,0.02317
156,ANDREY DE OLIVEIRA GODOY,0.02317
157,ROSINE BAUDET,0.00722
158,FEDERICO ROGNONI,0.00722
159,EBRU BOLAT,0.02566
160,NAINA MARIA PINTO,0.02566
161,CLARA BEN-AMOR NUNEZ,0.03599
162,DELLA VALLE GIORGIA,0.03599
163,JOSE TOMAS CARDEMIL,0.00175
164,MATEO VIDAL,0.00175
165,ANJA VON ALLMEN,0.02027
166,LILLIAN MYERS,0.02027
167,TANIA ELIAS CALLES,0.01802
168,VERSTRAELEN ELINE,0.01802
169,ANTONIO ABREU CUNHA BONITO,0.0091
170,FELIPE DE ROSA,0.0091
171,ANNA WEINZIEHER,0.01515
172,ZYUZINA EKATERINA,0.01515
173,PEDRO WIEGAND,0.03195
174,SANTIAGO TOKER,0.03195
175,MILDA EIDUKEVICIUTE,0.00284
176,ISABEL BUSCH,0.00284
177,LIN PLETIKOS,0.02977
178,NICOLAS CASSESE,0.02977
179,MARINA GAMA,0.00589
180,JUAN DIEGO RISSO,0.00589
181,PALOMA SCHMIDT GUTIERREZ,0.01044
182,FELIPE ALVES TELES REVOREDO LIMA,0.01044
183,ISABELLA MAEGLI AGUERO,0.01835
184,MIN GU,0.01835
185,VITOR BAHIA,0.00583
186,LUIZ FELIPE GIAGIO,0.00583
187,PEDRO RODRIGUEZ REYNOSO,0.00443
188,LARA HIMMES,0.00443
189,VICTOR FONTAINE,0.00797
190,MICHALA NORSELL,0.00797
191,SAVELON EMMA,0.00434
192,BALBI VALENTINA,0.00434
193,JUAN PABLO CAROSI WARBURG,0.01369
194,STEPHANIE NORTON,0.01369
195,LEONARDO DIDIER,0.00787
196,BENJAMIN GALVAN,0.00787
197,ARIEL ZERPA,0.01387
198,WIND ROOS,0.01387
199,LISA FASSELT,0.01963
200,ANDREA ALDANA,0.01963
201,HUMBERTO CARVALHO,0.00586
202,TOMBE YUMIKO,0.00586
203,MARIIA KISLUKHINA,0.02567
204,CARLOTA SANCHEZ,0.02567
205,FRASCARI MAELLE,0.02528
206,SANTIAGO GUINAND,0.02528
207,SARA SAVELLI,0.01691
208,EKATERINA MORGUN,0.01691
209,KUMPINA ESTERE PAULA,0.04082
210,JACOB OREN,0.04082
211,ELLION DE JESUS,0.02604
212,MANUEL ROMAN,0.02604
213,ALESSIA PALANTI,0.03697
214,AGNESE CAIAFA,0.03697
215,IJBEN MARISSA,0.01256
216,LENA HAVERLAND,0.01256
217,ISABEL HERNANDEZ PENA,0.05225
218,HANNA KOBA,0.05225
219,BERNARDO MARTINS,0.05341
220,DEWEY MAURA,0.05341
221,FELIPE BLAS ALFARO,0.0269
222,ROGER TORRES,0.0269
223,HAJI-MICHAEL ANYA,0.04078
224,CLAIRE MERRY,0.04078
225,CUMPSTY ELEANOR,0.05288
226,MOLLY SACKER,0.05288
227,LAURA SCHEWE,0.01435
228,ROCA DE TOGORES BENABENT ASCENSION,0.01435
229,SOFIE SLOTSGAARD,0.01955
230,EDUARDO PEREIRA GUIMARAES,0.01955
231,SOFIA ALEJANDRA DAGOSTINO,0.00644
232,GRAVELY CLARA,0.00644
233,TOMAS BODETTO,0.02231
234,CHRISTIE OLIVIA,0.02231
235,ZITONG SHANG,0.02088
236,ANDELA DE MICHELI VITTURI,0.02088
237,LUIS ANDRE CASTRO,0.00288
238,MANUEL CADARSO,0.00288
239,EVIE SAUNDERS,0.01192
240,CORALIE VITTECOQ,0.01192
241,TOMAS PAGLINI,0.01106
242,AISLING KELLER,0.01106
243,FRANCESCA FRAZZA,0.01603
244,ANDRES FONTAN,0.01603
245,NAUMENKO SOFIIA,0.01695
246,COUVERT DEWI,0.01695
247,THEA LUBAC,0.01697
248,JOHAN FELIPPES,0.01697
249,CALDECOAT PAIGE,0.00367
250,LAURA BO VOSS,0.00367
251,WANNES VAN LAER,0.00806
252,COSENTINO LAURA,0.00806
253,ANDREA NORDQUIST,0.01441
254,MARTIN IBANEZ,0.01441
255,ANNA POHLAK,0.01428
256,ANA CAROLINA ROTH,0.01428
257,CELINE THERESE HERUD,0.0118
258,EDY BRANZ,0.0118
259,LAURA OLIVA VIDAL,0.01353
260,ADRIANA PENRUDDOCKE,0.01353
261,MOHAMAD LATIF NUR ALIA AMERA,0.02687
262,ERICA PARTANEN,0.02687
263,FERNANDO ROCHA,0.02381
264,NANCY HIGHFIELD,0.02381
265,MARIA JOSE PONCELL,0.01486
266,HECTOR DAVID,0.01691
267,CORINNE PETERS,0.01691
268,LUANA BRUNA SILVA,0.01287
269,DANTE VOLKER,0.02606
270,LINDA HENSEL,0.02606
271,BAUZA ROIG AINA,0.02097
272,JOAO PEDRO OLIVEIRA,0.02097
273,JILLIAN LEE,0.01886
274,DANIELA RIVERA,0.01886
275,BRUNO GRUNWALDT,0.01593
276,BAUTISTA BECERRA,0.01593
277,PAULINA CZUBACHOWSKA,0.00491
278,ENGBERTS JUDITH,0.00491
279,THOMPSON CLEMENTINE,0.00105
280,SYLVIE STANNAGE,0.00105
281,MATTEO WALLAU,0.00811
282,CARLY BROUSSARD,0.00811
283,BEREZA EKATERINA,0.03527
284,VERONICA JORDANA,0.03527
285,CAROLINE SOFIA ROSMO,0.00636
286,RIZZARDI CARLOTTA,0.00636
287,BALAS URSULA,0.04324
288,JOAO PEDRO MEDEIROS,0.04324
289,AGUSTIN SAGUIER,0.00274
290,HANNAH VAN GOOR,0.00274
291,KAMOLWAN CHANYIM,0.01602
292,MARLENA BERZINS,0.01602
293,AUGUSTO MOREIRA,0.01344
294,FEDERICO ISERN,0.01344
295,SHEILA MARTINEZ ARJONA,0.02031
296,SOFIIA LARYCHEVA,0.02031
297,INES GMATI,0.04811
298,TOMAS IBARBOURE,0.04811
299,PROVELENGIOU AMALIA,0.0114
300,SANKO EKATERINA,0.0114
301,RADULIC MAILYS,0.00069
302,IGNACIO FRIAS,0.00069
303,ALINA SHAPOVALOVA,0.00732
304,STEPHANIE DEVAUX-LOVELL,0.00732
305,ALCIR CACHAPUZ,0.01876
306,ANNABELLE RENNIE-YOUNGER,0.01876
307,MATEO PARODI,0.00568
308,BOROVKOVA ELIZAVETA,0.00568
309,LIHUEL GOMEZ LACCHINI,0.0148
310,ELVIN CHLOE,0.0148
311,PETEH TEA,0.01172
312,MORALES GONZALEZ SILVIA,0.01172
313,HALLIE SCHIFFMAN,0.0229
314,FILIPE TORRES,0.0229
315,SANTOS BARBERO,0.00406
316,HYEWON JUNG,0.00406
317,JUAN BARTOLOME CHA VACCARI,0.03139
318,CONRADI PIA,0.03139
319,MARIA MARTINEZ,0.04229
320,MARIA VITTORIA ARSENI,0.04229
321,LEONARDO PATANE,0.01407
322,LILIENTHAL MIA MARIN,0.01407
323,VICTORIA CASTANO,0.0088
324,FREDERIKSEN LAURA KRAGH,0.0088
325,JOAO CAROLINA,0.00537
326,JOSE LUIZ FRAQUELLI,0.00537
327,DENIZ DONERTAS,0.01726
328,SOPHIA MONTGOMERY,0.01726
329,ANNA WEIS,0.02169
330,RHEANNA PAVEY,0.02169
331,CARLOS PALOMBO,0.02448
332,MARLENE RIQUELME ANTONETTI,0.02448
333,BRISTULF NOREN CAROLINE,0.02113
334,BERGAMO FRANCESCA,0.02113
335,VALERIA LOMATCHENKO,0.00718
336,LU WEIYI,0.00718
337,SOPHIA REINEKE,0.01899
338,KHAIRUNNEETA MOHD AFENDY,0.01899
339,LUIS EDUARDO AIRES,0.03192
340,KLARA HIMMELOVA,0.03192
341,JUAN GRUNWALDT,0.02907
342,PARK JEONGBIN,0.02907
343,IGNACIO GARCIA CANTELLI,0.01593
344,HENRIQUE ALBUQUERQUE,0.01593
345,AUDREY FOLEY,0.01803
346,MANSY KHOULOUD,0.01803
347,TOMAS ELIAS,0.02512
348,GESA PAPENTHIN,0.02512
349,KANAKO HIRUTA,0.00275
350,ALICE WOODINGS HYDE,0.00275
351,MINA FERGUSON,0.00234
352,MOMOKO TADA,0.00234
353,RAFAEL TRINDADE,0.00909
354,VAISHNAVI VEERAVAMSHAMA,0.00909
355,KATARIINA ROIHU,0.00534
356,MARIA LAURA CUETO,0.00534
357,AMAYA ESCUDERO,0.00476
358,EMMA MATTIVI,0.00476
359,STEFANI MUZAKOVA,0.016
360,MIURA HONOKA,0.016
361,LISBETZY ROJO SALAZAR,0.01978
362,CLAUDIA SOBRAL LUSQUINOS,0.01978
363,VIOLET STAFFORD,0.02303
364,WEAVER HANNE,0.02303
365,ALVARO ANTONIO C. BASTOS,0.0111
366,ROMI SAFIN,0.0111
367,ALBERTO VARILLAS,0.03033
368,ZELIC ANA,0.03033
369,RAAMAT ELIISE,0.00689
370,SOFIA GIOVINAZZO,0.00689
371,BOS SARAH,0.01893
372,KELLY-ANN ARRINDELL,0.01893
373,GABRIEL VANTAJO,0.0217
374,VAIMO'OI'A RIPLEY,0.0217
375,ISABELLA FILIPPO,0.04872
376,HANSSON-MILD MAJA,0.04872
377,BALTHAZAR REMOTTI,0.01658
378,VLACHOU MARIA,0.01658
379,KRYSTAL WEIR,0.00025
380,MARTINA BEZDEKOVA,0.00025
381,ANDRE AUBERT,0.00334
382,GABRIEL TORRE,0.00334
383,CIBULE ELZA,0.00596
384,BRUNO OLIVEIRA,0.00596
385,INES ANTONI,0.02061
386,MASTELIC PETRA,0.02061
387,CARACCIOLO GINEVRA,0.021
388,IVO SCAMPINI,0.021
389,SANTIAGO TRINIDAD,0.03537
390,CRUSEMANN CARLOTTA SOPHIE,0.03537
391,FACUNDO ALFARO JAIME,0.02231
392,CARLSSON JULIA,0.02231
393,CONSTANZE STOLZ,0.01079
394,TEAU MOANA MCKENZIE,0.01079
395,JACINTA AINSWORTH,0.03524
396,CONSTANZA OLIVARES,0.03524
397,MARTIN IGLESIAS,0.01283
398,ATTWELL CARYS,0.01283
399,SANTORUM ALISS,0.02789
400,SHNITKO SVETLANA,0.02789
401,ANGELA ANDUGAR GISBERT,0.02274
402,TANIA BENITEZ,0.03641
403,ANNIE EASTGATE,0.03641
404,MARIA JESUS VALDES,0.02017
405,JUAN MARTIN PACHECO,0.02017
406,MARIA JOSE MARICHAL VILLALBA,0.0003
407,SABRINA FERRARA,0.0003
408,BONET PUIG MAGDALENA,0.00105
409,AVA ANDERSON,0.00105
410,FERNANDA BITAR SIMAN,0.00129
411,PATRICIA GATTI,0.00129
412,MARCELO ADOLFO GONZALEZ PONDAL,0.02535
413,MILLERET PERINE,0.02535
414,SOPHIA MORGAN,0.00079
415,KEYLA DARANI HERNANDEZ OVIEDO,0.00079
416,HELIO ARAUJO,0.00359
417,ALEJANDRA VEGA,0.00359
418,KARLA SAVAR,0.0261
419,JUAN CRUZ PALOMBO,0.0261
420,BRINKERT SIGNE,0.02119
421,EVANGELIA KARAGEORGOU,0.02119
422,ISABELLA MENDOZA CABEZAS,0.00803
423,ANA PAULA ROJAS,0.00803
424,FRANCISCO SANTOS,0.03875
425,FRANCISCO TRUJILLO,0.03875
426,DIANA MARKOVA,0.02464
427,MARCELO FREZZA,0.02464
428,VYNOHRADOVA YELYZAVETA,0.02784
429,CINGOLANI GIORGIA,0.02784
430,PERELLO MARGA,0.01272
431,BROOKE WILSON,0.01272
432,DENIS OLIVEIRA,0.0265
433,SANTIAGO REYNOSO,0.0265
434,LARA NALBANTOGLU,0.00742
435,ESTHER KOETZEL,0.00742
436,ELNAN ELINE FLOTOFT,0.01428
437,TALIA HAMLIN,0.01428
438,LINDSEY BAAB,0.00847
439,DANIEL FASBERG,0.00847
440,OHRNELL JENNIFER,0.00278
441,WANG YAJIE,0.00222
442,HABERLAND HENRIETTE,0.00222
443,ELIMAR BITTAR,0.03425
444,MANUELA RODRIGUEZ,0.03425
445,DEURINGER GIORGIA,0.00603
446,LUQUE GONZALEZ YOLANDA,0.00603
447,MIRIAM SITGES NICOLAU,0.01048
448,YIXIN LI,0.01048
449,LUIS PEDRO CARRERO,0.01149
450,FRANCESCHI SARA,0.01149
451,DE CARINA CARLA,0.00714
452,BOJA KRISTINA,0.00714
453,CHRISTINE WOOD,0.00153
454,MAI KAKIMOTO,0.00153
455,FACUNDO GONZALEZ,0.01798
456,PILAR IESS FALCON,0.01798
457,TODOROVA STANISLAVA,0.01665
458,GUMENKO KATERYNA,0.01665
459,MARIA DEL PILAR NOGUES,0.01837
460,PINA MAR,0.01837
461,MANESTAR NIKA,0.00751
462,SCHIMAK EVA-MARIA,0.00751
463,VALENCIC ALENKA,0.0083
464,CABRERA RODRIGUEZ AMERICA,0.0083
465,SANLAY CASTRO,0.01302
466,YUURI YAMAMOTO,0.01302
467,CLAUDIA ADAN LLEDO,0.02127
468,MARIA GRAZIA GAIDO,0.02127
469,WEISSKICHEL LENA MARIE,0.00541
470,TODOROVA YOANA,0.00541
471,HOLTZ JOSEPHINE,0.01295
472,AVERY BALDWIN,0.01295
473,JIA KIM,0.01715
474,ERNESTO ELENTER,0.01715
475,DIXON IONA,0.02348
476,SAHLIN SVEA,0.02348
477,LISSORGUES EGEA PAULA,0.01409
478,CARLA PAOLI,0.01409
479,KAILEY WARRIOR,0.02762
480,SEUNGHYEON KANG,0.02762
481,RITA JULIA,0.00861
482,DONDONA GILDA,0.00861
483,ALDERS KULYNYCH-IRVIN,0.04188
484,ADRIANA CASTRO NUNEZ,0.04188
485,FANNY DE SUSINI,0.03214
486,GUSTAVO ARJONA,0.03214
487,SHANG ZI TONG,0.00329
488,REKKA ANGELIKI,0.00329
489,HARTENBERGER ELISA,0.03019
490,KELLY MCMURRAY,0.03019
491,CHRISTINE NEVILLE,0.04817
492,AGIJA ELERTE,0.04817
493,FLORENCIA TRINIDAD,0.07537
494,ELENA RODRIGUEZ,0.07537
495,HU NANA,0.06686
496,KNEZEVIC MAJA,0.06686
497,MARINA SERRANO,0.01728
498,ANNA SKAAR,0.01728
499,MAFALDA PIRES DE LIMA,0.03392
500,VICTORIA CHAN,0.03392
501,FERNANDA SAN ROMAN,0.02887
502,IRAIA BARRIO,0.02887
503,ELBA MARTINEZ FIGUERAS,0.01554
504,BROOKE BOGDAN,0.01554
505,GRETA PILKINGTON,0.01147
506,FRANCHI FEDERICA,0.01147
507,COURTNEY REYNOLDS-SMITH,0.01155
508,GABRIEL TRASTENBERG,0.01516
509,PAULA MARINO,0.01673
510,ARTURO MITNIK,0.01673
511,LUISA PERES,0.03149
512,COMPANY BLANCA,0.03149
513,CHRISTA ANN GEORGESON,0.03438
514,CECILIA WOLLMANN,0.03438
515,SINGLETON IRIS,0.02541
516,CICCHINE' MARIA GIULIA,0.02541
517,HU XIAOYU,0.02958
518,VIDELO CHARLOTTE,0.02958
519,KOURAVELOU ARGYRO,0.02788
520,FOMICHEVA ALINA,0.02788
521,ANA JOVANOVIC,0.02319
522,RAMYA SARAVANAN,0.02319
523,AUDYOVA MARKETA,0.05029
524,KHELIF THEA,0.05029
525,DINA IBRAHIM,0.01454
526,KANAPAN PACHATIKAPANYA,0.01453
527,GUSEVA EKATERINA,0.01453
528,ELENA OETLING,0.01451
529,ANNA BRZOZOWSKA,0.01451
530,MARIELA NIKOLOVA,0.00665
531,NAGISA MIURA,0.00665
532,BAUDET LEONIE,0.00646
533,JOANA ALVES LOURENCO,0.00646
534,GIULIA CORTE SUALON,0.0067
535,PROCTER HONOR,0.0067
536,ARIKAN OKYANUS,0.00638
537,CHARLOTTE WEBSTER,0.00638
538,SOPHIE-MARIE ERTELT,0.00654
539,LOUISA PANAYIOTOU,0.00654
540,MULLER JULIA MAGDALEIN,0.01217
541,AMELIE ELSTNER,0.01217
542,FLORENCE ALLAN,0.01214
543,DEISY NHAQUILE,0.01214
544,ERIN COWLEY,0.00592
545,CAUSSIN LISA,0.00592
546,IUORIO ALINA,0.04566
547,KAORU ARAI,0.04566
548,CAITLIN SHAW,0.01956
549,HENDERSON AMANDA,0.01956
550,CARLES-TOLRA MIRIAM,0.03207
551,VAN VEEN LAURA,0.03207
552,SIMONE WOOD,0.01793
553,SEGNINI NICOL,0.01793
554,MARIANA GUZMAN,0.00431
555,KARINA JANGAZOVA,0.00431
556,ADELE AUCHTERLONIE,0.0325
557,MAMAN DANIELLE,0.0325
558,ROMINA DE IULIO,0.01266
559,SIBONI CARLOTTA,0.01266
560,EMIRI KOYA,0.0221
561,LUCY EDE,0.0221
562,MARGARITA IESS FALCON,0.00631
563,PORTOLOU VARVARA,0.00631
564,GUILLERMO VIRGINIA,0.03596
565,KYO MARUTA,0.03596
566,JULIA FRANCIS,0.04742
567,NELLE LEENDERS,0.04742
568,FISCHER LINA KRISTIN,0.05532
569,RODRIGUEZ MARTIN BARBARA,0.05532
570,AINA GARAU,0.02533
571,MIRZAI ELLA,0.01356
572,ELENA ADAN LLEDO,0.05012
573,NANAMI OHTA,0.05012
574,ROSE-LEE NUMA,0.01195
575,AQUILINA LACEY,0.01195
576,PENARRUBIA RAMOS MARTA,0.02988
577,GUARAGNA NICOL,0.02988
578,HULDA LILJA HANNESDOTTIR,0.01749
579,PATRA_XD_CIA RAULINO,0.01749
580,JULIE ERHARDSEN,0.01063
581,CHEN PIN-CHIEH,0.01063
582,ISABELLA BOYD,0.02695
583,GREGOR VANESSA,0.02695
584,ANNA OMURA,0.02955
585,GEORGE AULICH,0.02955
586,KELLY COLE,0.03652
587,MIRAS LEUNG IRENE,0.03652
588,MERITXELL SITGES NICOLAU,0.00682
589,YANA BELOZEROVA,0.00682
590,CHELLI VALENTINA,0.01532
591,JONSSON HANNA,0.01532
592,DARDOURI MALEK,0.03517
593,AYA EL-ZEINY,0.03425
594,RICCI LUCREZIA LUNA,0.03425
595,FENG CHENG LING,0.01216
596,EGAO SUNAGA,0.01216
597,VALKEVICH ANASTASIYA,0.01214
598,PARODI NINA,0.01214
599,NAOKO KEMMOKU,0.02877
600,KIRANA WARDOJO,0.02877
601,INI BEATRICE,0.02791
602,NATALIA ARIZA SANCHEZ-BARRIGA,0.03258
603,MOEKA SUZUKI,0.03258
604,BOUCKAERT LAURA,0.0326
605,LLAMAS VALLESPIR GEMMA,0.0326
606,MIREYA BIBILONI,0.0378
607,MOLLY HIGHFIELD,0.0378
608,KALISOVA LENKA,0.01425
609,IHAB MARIAM,0.03598
610,KAYNAR PINAR,0.02977
611,VELASCO STAMMINGER SOFIA,0.02977
