Rank,Competidor,Rating
279,MATEO FERRER SKOKNIC,0j
280,GREGORIN ZENO,0j
281,CAKIR MUSTAFA,0j
282,DANIEL ESCUDERO,0j
283,JONASZ STELMASZYK,0j
284,VOETS ERIK,0j
285,ROLAZ NICOLAS,0j
286,RODOLFO GIUDICE,0j
287,BILGEN ONUR,0j
288,RICHARD MAHER,0j
289,JAMES JUHASZ,0j
290,PAUL HAMEETEMAN,0j
291,IGNACIO RODRIGUEZ,0j
292,MARTIS PAJARSKAS,0j
293,GLANTZ SAGIE,0j
294,MATEUS LOURENCO,0j
295,CAMPBELL PATTON,0j
296,PABLO BRIGHT,0j
297,MOTTE BAUDOUIN,0j
298,BEGBY HENRIK,0j
299,ALP RONA RODOPMAN,0j
300,ONDREJ TEPLY,0j
301,JANAHI ABDULLA,0j
302,JUAN ANTONIO CAROSELLA,0j
303,BENAMATI MICHELE,0j
304,HEINZ OBERMOLLER,0j
305,CANELLAS SALAS MON,0j
306,NANRI KENJI,0j
307,MARIO NOVAK,0j
308,JUAN VIDELA,0j
309,PAUL CASTAGNEDOLI,0j
310,MADONICH OSKAR,0j
311,JAMES PERCIVAL-COOKE,0j
312,DANIEL SELF,0j
313,JUAN FRANCISCO ZARATE,0j
314,CARLOS ROSELLO,0j
315,TONKO KUZMANIC,0j
316,NIKOLAJ BORCH,0j
317,DENISIUC ALEXANDR,0j
318,VALENTINO LUCA,0j
319,LINUS KLASEN,0j
320,GIOVANNI SACCOMANI,0j
321,HAUD GEORG,0j
322,JOSEP CAZADOR RIBERA,0j
323,MATTEO PAULON,0j
324,MARNIX BOS,0j
325,RYAN ANDERSON,0j
326,EMIL CEDERGARDH,0j
327,KEERATI BUALONG,0j
328,FREDERICK VRANIZAN,0j
329,THEUNINCK NILS,0j
330,KRASODOMSKI MICHAL,0j
331,HUICHAO CHEN,0j
332,ITAY AZULAY BINIAMIN,0j
333,NALDI SAMUEL,0j
334,HUGH MACRAE,0j
335,MATTHEW RYDER,0j
336,OTTO DAHLBERG,0j
337,LYDEN FIONN,0j
338,MARIO PLOMER QUIROGA,0j
339,JUSTIN NORTON,0j
340,AITKEN JACK,0j
341,RICARD CASTELLVI,0j
342,FREDDI PAOLO,0j
343,CLAESSON PHILIP,0j
344,LUDDE LINDQVIST,0j
345,SEBASTIAN KEMPE,0j
346,KIRILL EVFIMYEVSKIY,0j
347,JAMES FOSTER,0j
348,NIK PLETIKOS,0j
349,CHRISTOFFER SORLIE,0j
350,SUZUKI YOSHIHIRO,0j
351,FORREST WACHHOLZ,0j
352,EBERT ALEXANDER,0j
353,KRISHAN BHOGAL,0j
354,FREDRIK WESTMAN,0j
355,MICHAEL COMPTON,0j
356,LOEWE PHILIPP,0j
357,BRUCE LIAM,0j
358,LUKE CASHMORE,0j
359,ALPKOCAK UMUT,0j
360,VI_XA_IC TOMA,0j
361,STANISIC DANY,0j
362,KITAMURA YUICHIRO,0j
363,VALERIY KUDRYASHOV,0j
364,SABATE ORERA MATIAS,0j
365,LEONARD STOCK,0j
366,CHAPMAN PETERSEN,0j
367,DAWID KANIA,0j
368,QIU YU LONG,0j
369,CELON MATTEO,0j
370,CUI YINSHENG,0j
371,ZILI WANG,0j
372,JIANAN WU,0j
373,HENZE ANSGAR,0j
374,CHEN HUICHAO,0j
375,JACOB SHAHAR,0j
376,JAMIE MCMAHON,0j
377,PIETRO RANOTTO,0j
378,JUAN PERDOMO,0j
379,ANDREAS KRABBE-CHRISTENSEN,0j
380,ROBERTO RINALDI,0j
381,JAKUB MARCINIAK,0j
382,LEO BOUCHER,0j
383,MORVAN GASTON,0j
384,JOSHUA ARMIT,0j
385,MARTIN KOWALSKI,0j
386,MARSHALL MCCANN,0j
387,JAKUB HALOUZKA,0j
388,JOSE VICENTE GUTIERREZ,0j
389,MAX GALLANT,0j
390,JAVIER SEGUI,0j
391,GIPPERTH ALBIN,0j
392,TANFERNA ENRICO,0j
393,JEREMY MOUTOUT,0j
394,YASUDA SHINNOSUKE,0j
395,PILGUNOV VICTOR,0j
396,GONZALO SUAREZ PEREZ,0j
397,BONAITI ANGELO,0j
398,MAXIMILIAN MUELLER,0j
399,SKORNYAKOV EDUARD,0j
400,PATRICK DOEPPING,0j
401,MATTEO BERTACCHI,0j
402,FERNANDEZ ALFONSO,0j
403,BO JEONG,0j
404,FREDERIKSEN KENNETH,0j
405,TEUN BINKHORST,0j
406,JOSE MENDES,0j
407,GUILLEN ALBERTO,0j
408,SASSI ANATOL,0j
409,LUKE DEEGAN,0j
410,CALEB ARMIT,0j
411,TRETYAKOV DMITRY,0j
412,KROLL NICOLAS,0j
413,ELISA HENRY PETER TAUA,0j
414,PIOTR MALINOWSKI,0j
415,PATROKLOS-THEODOROS TSARAMYRSIS,0j
416,GASTON CRUZ TOLON,0j
417,ANDER BELAUSTEGUIGOITIA,0j
418,MONCADA SANCHEZ MIGUEL,0j
419,CAMERON PIMENTEL,0j
420,JACK HOPKINS,0j
421,KRUUSMAGI KAAREL,0j
422,MULLAN JOSEPH,0j
423,VEJAS STRELCIUNAS,0j
424,STIJN PAARDEKOOPER,0j
425,SILNY MIKOLAJ,0j
426,ARIAN ALEKSANDER,0j
427,GABRIEL SANZ-AGERO,0j
428,ANDREY QUINTERO,0j
429,GOLUBIC BOZIDAR,0j
430,TOMAS PIRES DE LIMA,0j
431,GUERRA FILIPPO,0j
432,MORVAN PAUL,0j
433,MAX URQUIZU MARCOS,0j
434,LARSSON FILIP,0j
435,CVINAR ALEC,0j
436,SAMUEL BENEYTO LANCHO,0j
437,OLAI HAGLAND,0j
438,VERBURGT FREDDIE,0j
439,OREL LIAM,0j
440,BENDIX MADS,0j
441,ISMAEL IESS FALCON,0j
442,GEORG PHILIP BUNK LAURITSEN,0j
443,IVO TODOROV,0j
444,JIAN QIAO,0j
445,CYRILL KNECHT,0j
446,ZAMIT LOUKIANOS,0j
447,LUKA ZABUKOVEC,0j
448,CISLAGHI ROCCO,0j
449,BOTTONI CHRISTOPH,0j
450,FLORES MARTIN GUILLERMO,0j
451,MARK WONG,0j
452,DIDHAM PAUL,0j
453,CRISI ANDREA,0j
454,LAWSON MCAULLAY,0j
455,CLEMENS KUEBBER,0j
456,MAX GUERRIERO,0j
457,PAUL VERON,0j
458,WILL SARGENT,0j
459,SAINI MOHIT,0j
460,JINFU ZHOU,0j
461,JUAN LUIS MEDINA CORTES,0j
462,VAN ROOMEN TIMO,0j
463,MARTIN JESSEN AAMANN,0j
464,FOGUET RAMIRO,0j
465,HYEONSU YOON,0j
466,GUTHRIE BRAUN,0j
467,MARTIN VERHULST,0j
468,MARIOS KARADIMAS,0j
469,HEBEL JULIUSZ,0j
470,EDUARDO OETLING,0j
471,ARTHUR PELTIER,0j
472,GOROSTEGUI VICTOR,0j
473,CORONILLA SOTO ANTONIO,0j
474,DUTTA UPAMANYU,0j
475,MADYTSKI YAUHENI,0j
476,BABICH PAVEL,0j
477,MALO WESSELY,0j
478,MARCOS ALTARRIBA,0j
479,TORNSTEN CLAES,0j
480,GITESH NAIN,0j
481,DE LUCA PIETRO,0j
482,LEOPOLDO SEIFERT,0j
483,KUSS LENNART,0j
484,JAGOBA HUERCANOS MACHIMBARRENA,0j
485,HARUTO KURODA,0j
486,GIPPERTH EDVIN,0j
487,MURU MATTI,0j
488,AUGUST HANEVIK,0j
489,ERIK BROCKMANN,0j
490,SPANOS PANAGIOTIS,0j
491,GUARDIGLI MATTEO,0j
492,CALEB YOSLOV,0j
493,PRIKRYL BENJAMIN,0j
494,THOMAS FLACHON,0j
495,MATTHEW KEMPKERS,0j
496,ANDRES BARRIOS,0j
497,THOMMEN MAXIME,0j
498,VEEREN ALEX,0j
499,AZMAN ASRI,0j
500,NORMAN STRUTHERS,0j
501,DORUK DEMIRCAN,0j
502,DINC MEHMET DURAN,0j
503,DOMINIK PERKOVIC,0j
504,IOANNIDIS ALEXANDROS,0j
505,ADOLFO VIRGILI PASQUAL DEL RIQUELME,0j
506,O SULLIVAN DARRAGH,0j
507,PONSETI PERE,0j
508,PATRICK SHANAHAN,0j
509,JANULIONIS RADVILAS,0j
510,GUILMIN ANTON,0j
511,JUAN IGNACIO PEREZ,0j
512,NICHOLAS SESSIONS,0j
513,ARTHUR BARRUE,0j
514,ANDERS LINDEMARK,0j
515,ROB CRANE,0j
516,VANN WILSON,0j
517,JAMES STEWART,0j
518,WANSER TILL,0j
519,BUGARIN BOGOSLAV,0j
520,CHANIOTIS KONSTANTINOS,0j
521,MARCELO CAIRO ASSENZA,0j
522,MALCOLM BENN SMITH,0j
523,MARTIN ARUJA,0j
524,CHATZISTAMATIOU ARISTOTELIS,0j
525,RAMON BENITEZ,0j
526,BANJAC NIKOLA,0j
527,YANDIAN FEDERICO,0j
528,GERARDO BENITEZ,0j
529,SVENSSON HUGO,0j
530,STEPAN NOVOTNY,0j
531,LEE WONN KYE,0j
532,ATANASOV ZLATKO,0j
533,MAURICIO RODRIGUEZ,0j
534,VARBARO UMBERTO JOSE,0j
535,SCHOENING TIMM,0j
536,THAD LETTSOME,0j
537,BOBOTAS CHRIS,0j
538,CARLOS MUNIZ,0j
539,SANTIAGO DIZ,0j
540,CHRYSOS NIKOLAOS,0j
541,ZHUKALIN IVAN,0j
542,ANDREW ROBINSON,0j
543,FILCHEV IVO,0j
544,BADAWY ALY,0j
545,YANG YANG,0j
546,WOLGRAM KAI,0j
547,SIMONNOT ROMAIN,0j
548,NOAH COLLINSON,0j
549,GU YUCHEN,0j
550,GOODWIN ALISTAIR,0j
551,MLADENOV HRISTO,0j
552,EDOARDO LIBRI,0j
553,LAUKKANEN NOEL,0j
554,GOVINDEN RODNEY,0j
555,BARBER PONCIANO MANUEL,0j
556,ALBERTO GUILLEN SERRANO,0j
557,YUVALI ALI FUAT,0j
558,PENEV MARTIN,0j
559,MORVAN LEON,0j
560,JAMES GOLDEN,0j
561,JIRI HALOUZKA,0j
562,ERONI LEILUA,0j
563,ANASTASIADIS DIMITRIOS,0j
564,MATEJ VALIC,0j
565,MAS VINES BORJA,0j
566,BONDARENKO DMITRII,0j
567,CIRO BASILE,0j
568,SEUNG KIM,0j
569,KONSTANTINOS STAMATIOU-MERAKLI,0j
570,BOCCUNI TOMMASO,0j
571,LIN ZEWEI,0j
572,JOHNSSON ALBIN,0j
573,CAMPBELL STEWART,0j
574,GONZALVEZ FONS JORGE,0j
575,KLIMASZEWSKI WOJCIECH,0j
576,RASMUS GRANZIN,0j
577,BLOWERS HARRY,0j
578,KEN FUJIMOTO,0j
579,TADEUS SAMORODNY WITOLD,0j
580,SCOTT THOMAS,0j
581,IAN ELLIOTT,0j
582,VASZI MIKULAS,0j
583,JANSEN LARS,0j
584,FERNANDEZ FERNANDEZ SOCRATES,0j
585,VICTOR SIMO,0j
586,ADIL KHALID,0j
587,CONNOR SHAW,0j
588,LINDSTROM THOMAS,0j
589,RAGAB AHMED,0j
590,VERDYSH ANDREW,0j
591,AHMAD ASRI MUHAMMAD FAIZAL,0j
592,GRABIC MATIJA,0j
593,SHUSUKE TAKEUCHI,0j
594,MARSHALL WILLIAM,0j
595,PIETARI AIRAKORPI,0j
596,CHARLAND FRANCIS,0j
597,LAVENANT FRANK,0j
598,BALTALI ALP,0j
599,NAMKHAI BOURQUIN,0j
600,MARTINS ATILLA,0j
601,SIERK JAN TER HAAR,0j
602,THOMAS MCEVOY,0j
603,STANISLAS PICARD,0j
604,ANDRES LAGE,0j
605,KOOSER BO AARON,0j
606,JOSHUA HIGGINS,0j
607,ADAM OZ,0j
608,ANNUS TAVO,0j
609,JULIAN SOTO,0j
610,JUAN ANDREU,0j
611,TEARIKI NUMA,0j
612,MATTHEW LONG,0j
613,ANSTEY LUKE,0j
614,VAN DER VALK STIJN,0j
615,MIQUEL SITGES NICOLAU,0j
616,FRANCESC MARTINEZ GORBIG,0j
617,HAMZA AL ALI,0j
618,HUANG YANG,0j
619,COLLAMI ALESSIO,0j
620,STEPHEN GUNTHER,0j
621,LYUBEN TENEKEDZHIEV,0j
622,JIAN SHI,0j
623,KEVIN WIERSMA,0j
624,DIEGO PELETEIRO HERRERO,0j
625,SAIDUKOV DENYS,0j
626,MASTRANTONAKIS GIORGIO,0j
627,ALEJANDRO PEREZ,0j
628,JULES MITCHELL,0j
629,BURGHGRAEF JORIS,0j
630,JAKOB LEJBOLLE,0j
631,GERALD WILLIAMS,0j
632,ARTHUR BAUDET,0j
633,VALERIO CASSANMAGNAGO,0j
634,FAUBEL CARSTEN FROKJAER,0j
635,MATHIEU DALE,0j
636,DINEL KOFI,0j
637,PANAGIOTIS IORDANOU,0j
638,LOUIS HUPE,0j
639,CAPELLA JORDI,0j
640,FILIPE ANDRE,0j
641,LINDSTEN ERIK,0j
642,VAKHRUSHEV IVAN,0j
643,THEODOSIADIS LAZAROS,0j
644,FLORIAN HAFNER,0j
645,ARFAN LORANDEL BOUHAMED,0j
646,RUDY MCNEILL,0j
647,ERIC MALACH,0j
648,FONT REYERO POL,0j
649,GONZALEZ ARRIA DAVID ENRIQUE,0j
650,SURKOV DAVID,0j
651,ZACHAR OMER,0j
652,PABLO BERTRAN,0j
653,ALNEBECK EMIL,0j
654,KARASSANE ZAKI,0j
655,PARRY PHILIP MARCUS,0j
656,MALIK HOOD,0j
657,PAUL KRONEGGER,0j
658,BOEKHOLT DAAN,0j
659,SIMONE BABINI,0j
660,ADIL ELAMRATI,0j
661,BRENDAN AULTHOUSE,0j
662,BLAKE JAMIE,0j
663,SIMON MAGNUS,0j
664,ARNAUD ANTOINE,0j
665,ZOHAR HARUVI,0j
666,SPONHOLZ FELIX,0j
667,MORBIDUCCI TITO,0j
668,AMATO JOSHUA,0j
669,MARCELO FREZZA,0j
670,JAROUPONG MEEYUSAMSEN,0j
671,JUNKERS KARLIS,0j
672,RAFAEL PABLO LORA GARCIA,0j
673,JOAO ARTUR,0j
674,ALCALAY YOGEV,0j
675,MARINO DAVIDE,0j
676,JOHANN KOHLHOFF,0j
677,HAMDI SLIMANI,0j
678,HIROKI KODAMA,0j
679,NIKOLA CHURKOSKI,0j
680,ROEMPP JANIK,0j
681,JUSKEVICIUS DOMANTAS,0j
682,TRENT HARDWICK,0j
683,JACK EICKMEYER,0j
684,ANDRES BOCCALANDRO,0j
685,REBEL MAX,0j
686,CLAUDIO NATALE,0j
687,PETER RAJSKY,0j
688,JENS J KAASTAD ORJAVIK,0j
689,TOUS CLOTS XAVI,0j
690,KUNATH STEPHAN,0j
691,ERIKS KARLIS ZVILNA,0j
692,HASSAN AL TAMIMI,0j
693,DOMINGUEZ LIZAN HECTOR,0j
694,TOBLINI EMIL,0j
695,FRACASSI ALESSANDRO,0j
696,HENRY MACHUM,0j
697,FARIS AL BAKRI,0j
698,ROSADO PAPA LEANDRO,0j
699,EYRIPARMAK UMUT,0j
700,LANGAAS-HOLT SVERRE,0j
701,KOICHIRO SUGIYAMA,0j
702,DANIEL BARRY,0j
703,SCOTT RASMUSSEN,0j
704,RUSLAN JANGAZOV,0j
705,IOVENITTI MATTEO,0j
706,MARIN MANDIC,0j
707,LAGNEUX-EMERY BENOIT,0j
708,ANDREAS PERDICARIS,0j
709,PATRIK MELIS,0j
710,DRAGO FRANCESCO,0j
711,SHUNSUKE KIMURA,0j
