Rank,Competidor,Rating
63,"OTTAVIA MARIA RAGGIO, PAOLA BERGAMASCHI",0j
64,"SOPHIE STEINLEIN, MARIE THUSGAARD",0j
65,"VILMA BOBECK, EBBA BERNTSSON",0j
66,"ALEXANDRA MALONEY, OLIVIA HOBBS",0j
67,"PIA DAHL ANDERSEN, NORA EDLAND",0j
68,"GALEN RICHARDSON, AIDAN CHIU",0j
69,"ANNA TOBIAS, PARIS HENKEN",0j
70,"NOORA RUSKOLA, CAMILLA CEDERCREUTZ",0j
71,"ANDREA SCHMIDT, JOHANNE SCHMIDT",0j
72,"NATE COLBURN, CAMERON COLBURN",0j
73,"KATRINE BENDIX KROGH, LAURA STEENSTRUP ZEEBERG",0j
74,"LINOR BEREZIN, MAX WOOD",0j
75,"GRISELDA KHNG, SARA TAN",0j
76,"ANNE-JULIE SCHUTT, IBEN NIELSBY",0j
77,"DEWI COUVERT, JESSICA ELIZABETH KISTERS",0j
78,"MATHILDE LOVADINA, MARINE RIOU",0j
79,"ERICA DAWSON, ELLIE COPELAND",0j
80,"CECILIA JONSSON, CECILIA JONSSON",0j
81,"LAURA SCHOEFEGGER, ELSA LOVREK",0j
82,"ANDREA BREWSTER, SASKIA TIDEY",0j
83,"CARLOTTA OMARI, SVEVA CARRARO",0j
84,"JULE GORGE, LOTTA GORGE",0j
85,"CECILE JANMAAT, SHANNEN MAXIME MARCK",0j
86,"VILMA BOBECK, MALIN TENGSTROM",0j
87,"MEGAN BRICKWOOD, STEPHANIE ORTON",0j
88,"KLARA WESTER, MALIN TENGSTROM",0j
89,"NOORA RUSKOLA, MIKAELA WULFF",0j
90,"SARAH STEYAERT, CHARLINE PICON",0j
91,"SOFIA GIUNCHIGLIA, GIULIA SCHIO",0j
92,"ERIN RAFUSE, DANIELLE BOYD",0j
93,"JULIE BOSSARD, AUDE COMPAN",0j
94,"HAYLEE OUTTERIDGE, NINA CURTIS",0j
95,"LARA GRANIER, RIOU AMELIE",0j
96,"AMELIA STABBACK, ELLA CLARK",0j
97,"CARLOTTA OMARI, MATILDA DISTEFANO",0j
98,"KATRINE BENDIX KROGH, LINE JUST EMSVANG",0j
99,"PATRICIA SUAREZ, NICOLE VAN DER VELDEN",0j
100,"MARU SCHEEL, CATHERINE SOPHIE BARTELHEIMER",0j
101,"ARIANNA PASSAMONTI, GIULIA FAVA",0j
102,"CATHERINE BARTELHEIMER, INGA-MARIE HOFMANN",0j
103,"MARIA OTTAVIA RAGGIO, PAOLA BERGAMASCHI",0j
104,"TESS LLOYD, DERVLA DUGGAN",0j
105,"JULIE BOSSARD, LILI SEBESI",0j
106,"VAN AANHOLT ODILE, SIEWERS EMMA",0j
107,"LAURA HARDING, ANNIE WILMOT",0j
108,"LAURA SCHOFEGGER, LISA FARTHOFER",0j
109,"WILLEMIJN OFFERMAN, ELISE RUYTER",0j
110,"SINEM KURTBAY, SILJA KANERVA",0j
111,"TESS LLOYD, JAIME RYAN",0j
112,"ELEANOR KEERS, SOPHIE AINSWORTH",0j
113,"XIAOYU HU, XUEBIN YU",0j
114,"FRANCESCA BERGAMO, JANA GERMANI",0j
115,"MEGAN BRICKWOOD, ELEANOR ALDRIDGE",0j
116,"MARIA OTTAVIA RAGGIO, JANA GERMANI",0j
117,"LOTTA GOERGE, JULE GOERGE",0j
118,"PATRICIA SUAREZ, MARIA TERESA ALONSO",0j
119,"MADELEINE ZIELINSKA, NADIA ZIELINSKA",0j
120,"LIVIA NAEF, NELIA PUHZE",0j
121,"DEWI COUVERT, JUDITH ENGBERTS",0j
122,"MOLLY HIGHFIELD, SANDY CHOI",0j
123,"ANGELIKA KOHLENDORFER, LISA FARTHOFER",0j
124,"KATLIN TAMMISTE, ANNA MARIA SEPP",0j
125,"WILLEMIJN OFFERMAN, JUDITH ENGBERTS",0j
126,"LUCY WILMOT, ERIKA REINEKE",0j
127,"LOUIS CHAMBET, ENZO LOBRY",0j
128,"HARSHITA TOMAR, SWETA SHERVEGAR",0j
129,"ALICIA FRAS SAMSON, ELENA BARRIO GARCIA",0j
130,"ANN KRISTIN WEDEMEYER, LEONIE MEYER",0j
131,"SVEA KARSENBARG, CECILE JANMAAT",0j
132,"SILVIA SICOURI, MARIA VITTORIA MARCHESINI",0j
133,"GWENDAL LAMAY, KIM HOLSTE",0j
134,"AURA MIQUEL MOLONS, NURIA MIRO",0j
135,"GABRIELA CZAPSKA, HANNA RAJCHERT",0j
136,"VERONIKA ZIVNA, KATERINA ZIVNA",0j
137,"SHASHA CHEN, MENGTING WANG",0j
138,"ANNA LUSCHAN, EVA-MARIA SCHIMAK",0j
139,"DEWI COUVERT, TESS WILSCHUT",0j
140,"FREYA FEILCKE, MOJA MARU SCHEEL",0j
141,"SAYOKO HARADA, SERA NAGAMATSU",0j
142,"ENIA NINCEVIC, MARINA DUJMOVIC",0j
143,"JULIA GROSS, CECILE JANMAAT",0j
144,"CHARLOTTE HEIJSTEK, JESKE KISTERS",0j
145,"CAROLINA HORLBECK, CHARLOTTE HENKEL",0j
146,"JESKE KISTERS, JOSCA HUMMEL",0j
147,"YANNIS NAUDY, MARTIN GUEZ",0j
148,"GRISELDA KHNG, OLIVIA CHEN",0j
149,"ANNA BURNET, STEPHANIE ORTON",0j
150,"MARIJA ANDELA DE MICHELI VITTURI, MIHAELA ZJENA DE MICHELI VITTURI",0j
151,"ARIELLE MORGAN, HEATHER MYATT",0j
152,"EWA ROMANIUK, SANDRA JANKOWIAK",0j
153,"PATRICIA SUAREZ GONZALEZ, JULIA RITA ROMAN",0j
154,"WILLEMIJN OFFERMAN, CECILE JANMAAT",0j
155,"DOMINIKA VADUROVA, SARA TKADLECOVA",0j
156,"LAURA SCHOFEGGER, ANNA BOUSTANI",0j
157,"ARANTZA GUMUCIO, BEGONA GUMUCIO",0j
158,"CLARA-SOFIA STAMMINGER DE MOURA, MANON PEYRE",0j
159,"MISAKI TANAKA, SERA NAGAMATSU",0j
160,"GENEVIEVE TULLOCH, MAGGIE SHEA",0j
161,"KATRINE BENDIX KROGH, CHRISTINA ANDERSEN",0j
162,"AMELIA STABBACK, CAITLIN ELKS",0j
163,"HANNAH BRISTOW, ANNA CARPENTER",0j
164,"MARGHERITA PORRO, SVEVA CARRARO",0j
165,"MATHILDE LOVADINA, ALBANE DUBOIS",0j
166,"MATHILDE LOVADINA, AUDE COMPAN",0j
167,"SOPHIE WEGUELIN, ANNA BURNET",0j
168,"EMILY DELLENBAUGH, ELIZABETH BARRY",0j
169,"ALICE MOSS, HANNA JOHNSSON",0j
170,"JOSEFINE NOJGAARD, ESTHER BOJSEN-MOLLER",0j
171,"NADINE BOEHM, LENA WEISSKICHEL",0j
172,"MAYUMI ROLLER, KAYLA MCCOMB",0j
173,"ANASTASIA GUSEVA, IANA STOKOLESOVA",0j
174,"HANNAH MILLS, ALAIN SIGN",0j
175,"MATHILDE LOVADINA, LEA PERNET",0j
176,"SOPHIE STEINLEIN, CLARA BORLINGHAUS",0j
177,"GRISELDA KHNG, AGUSTINA BARBUTO",0j
178,"CZAPSKA GABRIELA, RAJCHERT HANNA /",0j
179,"ERIN BERRY, INGRID MERRY",0j
180,"KEIKO MIYAGAWA, SENA TAKANO",0j
181,"MARINA GARAU, CARLOTA GARCIA",0j
182,"KATE MACGREGOR, MARY ROOK",0j
183,"ANTONIA SCHULTHEIS, VICTORIA SCHULTHEIS",0j
184,"ANN-KRISTIN WEDEMEYER, PIA SOPHIE WEDEMEYER",0j
185,"SARAH ROECK, LEA TESSA EINBRODT",0j
186,"ISABELLE FELLOWS, ALICE MASTERMAN",0j
187,"ANNA YAMAZAKI, N/A",0j
188,"VICTORIA SCHULTHEIS, ANTONIA SCHULTHEIS",0j
189,"SAKI MATSUNAE, SAYOKO HARADA",0j
190,"HELEN PAIS, HELEN AUSMAN",0j
191,"DEBBIE CAPOZZI, MAGGIE SHEA",0j
192,"ANNE SCHWARZ, MARTINA SCHWARZ",0j
193,"REBEKKA JOHANNESEN, IBEN NIELSBY CHRISTENSEN",0j
194,"FRANCESCA BERGAMO, ALICE SINNO",0j
195,"CATHERINE BARTELHEIMER, DANIELA BARTELHEIMER",0j
196,"KATE MACGREGOR, STEPHANIE ORTON",0j
197,"HANNAH STEADMAN, GABRIELLE RIZIKA",0j
198,"MINA FERGUSON, DERVLA DUGGAN",0j
199,"ERIN RAFUSE, MILLEN MARIAH",0j
200,"ALICE MOSS, EBBA BERNTSSON",0j
201,"JULIA HENRIKSSON, CAROLINE PETTERSSON",0j
202,"CLARA SCHEIWILLER, VIOLETTE LEMERCIER",0j
203,"FLORINE BRAMERVAER, EMMA SIEWERS",0j
204,"ARIANNA GARISTO, VIRGINIA GARISTO",0j
205,"SIRRE KRONLOF, SELMA VALJUS",0j
206,"HELENA WOLFF, LAURA ZEEBERG",0j
207,"TATE HOWELL, ADRIANNA BAIRD",0j
208,"LISA MARIA RAUSCH, LILLE JONAS",0j
209,"BRICE YRIEIX, ALBANE DUBOIS",0j
210,"SOPHIE MOSEGAARD, FIONA SCHARER",0j
211,"DIANA TUDELA BALLON, ADRIANA BARRON VELAOCHAGA",0j
212,"KATHARINA SCHWACHHOFER, ELENA STOLTZE",0j
213,"GIULIA GENESIO, FRANCESCA VOLPI",0j
214,"KATE SHANER, CHARLOTTE MACK",0j
215,"ELEANOR KEERS, JESSICA JOBSON",0j
216,"VICTORIA PAYNE, ALICE MASTERMAN",0j
217,"WILLEMIJN OFFERMAN, EMMA SIEWERS",0j
218,"MAYUMI ROLLER, AGUSTINA BARBUTO",0j
219,"ELIN SEVEDAG, KLARA JOHANSSON",0j
220,"SOPHIE STEINLEIN, JILL PALAND",0j
221,"MADELEINE MCLEAY, NATASHA BRYANT",0j
222,"ODILE VAN AANHOLT, PHILIPINE VAN AANHOLT",0j
223,"ANNA LUSCHAN, JOHANNA DAUM",0j
224,"RONJA GRONBLOM, SARA EHRNROOTH",0j
225,"ZOYA NOVIKOVA, DIANA SABIROVA",0j
226,"FENJA VALENTIEN, BERIT BELLIN",0j
227,"BELEN TAVELLA, TRINIDAD SILVA",0j
228,"NATSUMI ANDO, FENJA VALENTIEN",0j
229,"PAULA VAN WIERINGEN, ELENA BARRIO GARCIA",0j
230,"SAKI MATSUNAE, YURI SAITO",0j
231,"RUFINA TAN, CONNIE RIVERRA TSEN",0j
232,"ERI FUKASAWA, NORIKO OKUMA",0j
233,"JOSEPHINE P. W. FREDERIKSEN, LAURA STEENSTRUP ZEEBERG",0j
234,"DOMINIKA VADUROVA, SIMONA BOROSOVA",0j
235,"MARCELINA KORSZON, ZUZANNA MROZ",0j
236,"VARSHA GAUTHAM, AISHWARYA CHEZHIYAN",0j
237,"YINGQIAN WANG, XIAOYA SU",0j
238,"EKTA YADAV, SHAILA CHARLES",0j
239,"MARTINA CASTAGNA, LUCIA MIANI",0j
240,"MARIANNE DE VREESE, SHANA WITTOCK",0j
241,"MIHAELA ZJENA DE MICHELI VITTURI, MARIJA ANDELA DE MICHELI VITTURI",0j
242,"REBEKKA JOHANNESEN, SILJE CERUP-SIMONSEN",0j
243,"COURTNEY REYNOLDS-SMITH, BRIANNA REYNOLDS-SMITH",0j
244,"KATE MACGREGOR, KIRSTIE URWIN",0j
245,"JULIA HENRIKSSON, KLARA JOHANSSON",0j
246,"DEWI COUVERT, SHANNEN MARCK",0j
247,"ZOFIA BURSKA, SARA TKADLECOVA",0j
248,"VARSHA GAUTHAM, SWETA SHERVEGAR",0j
249,"RONJA LUNDBERG, HANNA JOHNSSON",0j
250,"EMILIE BOUCHET, JULIA OLLIVIER",0j
251,"EMMA MEILHAT, CHLOE SALOU",0j
252,"AUDREY STAPLES, MARION LAFRANCE-BERGER",0j
253,"CHLOE FISHER, LAURA THOMSON",0j
254,"ANASTASIIA SHCHEGLOVA, MARGARITA KAMAEVA",0j
255,"RONJA LUNDBERG, PERNILLA LINDNER",0j
256,"ALICIA FRAS, CLARISSE BAISSAC",0j
257,"MARLIES SCHOUTEN, MAUD LODEWIJK",0j
258,"KATRINE SCHMIDT, ELLEN NIELSEN",0j
259,"JULIA GROSS, SARAH AYTON",0j
260,"KLARA UTTERSTROM, AMANDA LJUNGGREN",0j
261,"CARLOTA HERNANDEZ GARCIA, MARIA TERESA ALONSO GONZALEZ-SOLLA",0j
262,"KELLY COLE, RACHEL ELLIE GLENN",0j
263,"INGA-MARIE HOFMANN, ALISA ENGELMANN",0j
264,"KATHARINA SCHWACHHOFER, ADRIANA BAIRD",0j
265,"ERIN MC ILWAINE, ELLIE CUNNANE",0j
266,"SAAR TAMIR, NOYA BAR AM",0j
267,"SVEA KARSENBARG, ELISE DE RUIJTER",0j
268,"PAULA SCHUTZE, LILLE JONAS",0j
269,"MADDALENA DI SALVO, WINGCHI SANDY CHOI",0j
270,"MERLE LOUWINGER, JULIA VAN DER VAART",0j
271,"EBBA BERNTSSON, KLARA UTTERSTROM",0j
272,"JASMIN MAY GALBRAITH, CHLOE FISHER",0j
273,"PAULA VAN WIERINGEN MASSANET, JORIEN JULIA HIN",0j
274,"RINKO GOTO, MANASE ICHIHASHI",0j
275,"ANASTASIIA MOGILNAIA, YANA STOKOLESOVA",0j
276,"LUCIA TAMANI, BIANCA TAMANI",0j
277,"CLAUDIA SOBRAL LUSQUINOS, CARLOTA GARCIA FERNANDEZ",0j
278,"VERA TER HORST, JORIEN HIN",0j
279,"KATRINE BENDIX KROGH, CLARA ROSKJAER MOGELTOFT",0j
280,"HANNAH BRISTOW, EMILY COVELL",0j
281,"ANASTASIA SHCHEGLOVA, LIUDMILA DMITRIEVA",0j
282,"MINA FERGUSON, MADDY MCLEAY",0j
283,"LENA SIEMANN, JILL PALAND",0j
284,"HANNAH MAURER, LINN BERNTSSON",0j
285,"MONIQUE VENNIS-OZANNE, HANNAH MORRIS",0j
286,"FEMKE VAN DEN BERG, EMMA SIEWERS",0j
287,"EKTA YADAV, AISHWARYA CHEZHIYAN",0j
288,"KAMILLE VILSTRUP, EMMELIE REED RASMUSSEN",0j
289,"GIULIETTA LANG, STERRE VAN WEGEN",0j
290,"DIANA TUDELA, MARIA PIA VAN OORDT",0j
291,"LILY RICHARDSON, MATILDA RICHARDSON",0j
292,"ODILE VAN AANHOLT, CECILE JANMAAT",0j
293,"ISABELLE FELLOWS, NICOLA BONIFACE",0j
294,"MARGHERITA PORRO, MATILDA DISTEFANO",0j
295,"SOPHIE STEINLEIN, BENTE BATZING",0j
296,"SILVIA SICOURI, ALICE SINNO",0j
297,"TESSA PARKINSON, ELLA CLARK",0j
298,"ALICE MOSS, AMANDA LJUNGGREN",0j
299,"ELEANOR KEERS, FAYE CHATTERTON",0j
300,"ELISE DE RUIJTER, QUINTEN BRAMERVAER",0j
301,"VICTORIA LIKSANOVA, DIANA SABIROVA",0j
302,"MARIA PASQUALI COLUZZI, GIORGIA BERTUZZI",0j
303,"CHLOE FISHER, ELEANOR GRIMSHAW",0j
304,"CRYSTAL SUN, OLIVIA HOBBS",0j
305,"HE XIAN, YU XUEBIN",0j
306,"LAURA HARDING, LAURA THOMSON",0j
307,"MARINA TARAN, ANGELINA MARKOVA",0j
308,"YANG YIN, SHI SHIQING",0j
309,"GUO FAN, ZHOU YAN",0j
310,"ANASTASIA VORONKOVA, OLGA KNIPOVICH",0j
311,"MENGMENG ZHANG, XIAOYA SU",0j
312,"KATE SHANER, KATHLEEN LOVE",0j
313,"HUIJIA YU, YE JIN",0j
314,"KAMONCHANOK KLAHAN, NICHAPA WAIWAI",0j
315,"SHASHA CHEN, NANA HU",0j
316,"TINA LUTZ, LOTTA WIEMERS",0j
